advice,prev_eps,eps,est_price,rev_yoy,gm,status,prev_eps_yoy,om,name,price,expansion,pe,date,symbol,prev_year,prev_rev_yoy,eps_yoy
⚪ 中性觀察,2.32,3.71,132.14999999999998,-7.95,23.43%,🌑 雙重衰退,-36.61,12.74%,富林-KY,61.7999992371,-22.7,7.014755872542566,2025-12,1341.TW,2025,-5.97,-30.65
❌ 暫避觀望,1.92,2.97,101.85,4.29,37.27%,📉 獲利侵蝕,-34.36,21.78%,全新,342.0,-22.75,50.36818851251841,2025-12,2455.TW,2025,-3.9,-18.46
❌ 暫避觀望,1.89,2.51,99.45,-26.68,N/A,🌑 雙重衰退,-50.93,N/A,全訊,136.5,-22.799999999999997,20.58823529411765,2025-12,5222.TW,2025,-28.87,-49.48
⚪ 中性觀察,3.18,4.2,156.0,14.84,N/A,📉 獲利侵蝕,2.91,N/A,展�眥篕�,57.7999992371,-22.869999999999997,5.557692234336539,2025-12,6776.TW,2025,17.25,-8.03
⚪ 數據不足,22.26,32.29,0.0,64.2,N/A,⚠️ 獲利稀釋,39.26,N/A,兆聯實業,0.0,-22.950000000000003,0.0,2025-12,6944.TW,2025,60.19,41.25
⚪ 數據不足,-1.46,-1.25,-71.25,-89.32,-26.90%,🌑 雙重衰退,-117.3,-63.96%,新復興,56.9000015259,-23.010000000000005,0.0,2025-12,4909.TWO,2025,-89.05,-112.33
⚪ 中性觀察,1.06,1.38,53.25,-16.78,5.82%,🌑 雙重衰退,-42.93,1.38%,仁寶,29.4500007629,-23.129999999999995,8.295774862788733,2025-12,2324.TW,2025,-16.8,-39.91
⚪ 中性觀察,3.37,4.6,172.35,4.02,37.68%,📉 獲利侵蝕,-27.88,21.70%,漢田生技,78.1999969482,-23.349999999999998,6.805917924125326,2025-12,1294.TWO,2025,-5.13,-19.33
⚪ 中性觀察,1.65,2.37,78.6,-2.1,N/A,🌑 雙重衰退,-24.66,N/A,三能-KY,30.0499992371,-23.369999999999997,5.734732678835878,2025-12,6671.TW,2025,-0.04,-25.47
⚪ 中性觀察,2.77,3.73,137.10000000000002,5.35,19.39%,📉 獲利侵蝕,-20.4,7.43%,凱美,91.3000030518,-23.369999999999997,9.989059414857769,2025-12,2375.TW,2025,5.21,-18.02
⚪ 數據不足,-3.2,-3.68,-149.25000000000003,-0.82,8.14%,🌑 雙重衰退,-25.49,-46.94%,永邑-KY,24.7999992371,-23.5,0.0,2025-12,2939.TW,2025,17.04,-24.32
⚪ 數據不足,9.06,11.11,0.0,53.42,N/A,⚠️ 獲利稀釋,49.5,N/A,東方風能,0.0,-23.520000000000003,0.0,2025-12,7786.TW,2025,57.65,29.9
⚪ 中性觀察,3.73,5.48,194.25,11.55,25.97%,📉 獲利侵蝕,-20.3,19.26%,台星科,185.0,-23.59,14.285714285714286,2025-12,3265.TWO,2025,10.78,-12.04
⚪ 數據不足,-0.16,-0.43,-7.800000000000001,-89.32,37.85%,🌑 雙重衰退,-105.26,-47.25%,聯上,15.3500003815,-23.590000000000003,0.0,2025-12,4113.TWO,2025,-87.01,-112.91
⚪ 中性觀察,3.61,6.85,241.05,-27.63,34.04%,🌑 雙重衰退,-70.84,22.47%,海悅,71.3000030518,-23.640000000000004,4.436839020024891,2025-12,2348.TW,2025,-24.42,-51.27
❌ 暫避觀望,1.04,1.22,50.099999999999994,38.76,40.97%,⚠️ 獲利稀釋,100.0,11.18%,港建*,62.5999984741,-23.669999999999998,18.74251451320359,2025-12,3093.TWO,2025,87.79,15.09
⚪ 中性觀察,2.01,2.85,103.49999999999999,0.33,31.96%,📉 獲利侵蝕,-27.17,13.66%,三芳,31.5,-23.72,4.565217391304349,2025-12,1307.TW,2025,0.47,-23.39
❌ 暫避觀望,0.53,0.57,24.0,-5.82,30.11%,🌑 雙重衰退,10.42,7.94%,協禧,30.2000007629,-23.81,18.8750004768125,2025-12,3071.TWO,2025,-8.68,-29.63
⚪ 中性觀察,1.45,2.19,68.85,25.77,N/A,⚠️ 獲利稀釋,-11.59,N/A,光菱,41.9000015259,-23.91,9.128540637450982,2025-12,8032.TWO,2025,20.85,1.86
⚪ 數據不足,-1.31,-2.68,-69.75,-4.92,39.56%,🌑 雙重衰退,16.13,-24.14%,華廣,58.5,-23.93,0.0,2025-12,4737.TW,2025,-1.39,-28.85
⚪ 中性觀察,2.29,3.08,115.80000000000001,-1.49,N/A,🌑 雙重衰退,-15.81,N/A,宏正,71.5,-24.110000000000003,9.261658031088082,2025-12,6277.TW,2025,-2.96,-25.6
⚪ 數據不足,1.59,2.32,0.0,-10.07,N/A,🌑 雙重衰退,-21.29,N/A,弘煜科,0.0,-24.21,0.0,2025-12,6482.TWO,2025,0.15,-34.28
❌ 暫避觀望,9.4,12.75,433.79999999999995,10.19,N/A,📉 獲利侵蝕,0.87,N/A,均華,1390.0,-24.229999999999997,48.06362378976487,2025-12,6640.TWO,2025,26.61,-14.04
❌ 暫避觀望,-0.37,1.01,1.0499999999999998,-44.61,20.96%,🔄 轉虧為盈,-111.11,4.39%,南港,34.7000007629,-24.230000000000004,495.71429661285714,2025-12,2101.TW,2025,-49.07,-68.84
⚪ 中性觀察,3.34,4.6,169.64999999999998,-6.36,30.24%,🌑 雙重衰退,-29.98,9.23%,億光,72.5,-24.36,6.410256410256411,2025-12,2393.TW,2025,-6.27,-30.72
⚪ 中性觀察,2.6,2.87,141.45000000000002,-15.03,N/A,🌑 雙重衰退,-35.9,N/A,奕力-KY,36.75,-24.36,3.8971367974549302,2025-12,6962.TW,2025,-16.15,-39.39
⚪ 中性觀察,1.62,1.65,65.4,3.39,13.61%,📉 獲利侵蝕,-11.48,8.70%,大亞,34.0499992371,-24.54,7.809632852545872,2025-12,1609.TW,2025,3.44,-21.15
⚪ 中性觀察,2.89,4.38,152.25,-3.53,N/A,🌑 雙重衰退,-32.55,N/A,立端,82.5,-24.549999999999997,8.12807881773399,2025-12,6245.TWO,2025,-3.19,-28.08
⚪ 中性觀察,0.96,1.88,53.7,25.63,14.91%,⚠️ 獲利稀釋,-15.52,7.25%,倚天酷��-創,27.25,-24.57,7.611731843575419,2025-12,2432.TW,2025,23.4,1.06
⚪ 中性觀察,3.41,4.34,160.79999999999998,21.66,N/A,📉 獲利侵蝕,32.81,N/A,鴻呈,132.0,-24.58,12.313432835820898,2025-12,6913.TWO,2025,29.26,-2.92
⚪ 中性觀察,4.69,7.54,233.55,41.88,N/A,⚠️ 獲利稀釋,12.47,N/A,茂綸,101.0,-24.800000000000004,6.486833654463712,2025-12,6227.TWO,2025,49.53,17.08
⚪ 中性觀察,13.7,19.45,714.6,50.54,6.33%,⚠️ 獲利稀釋,20.44,3.76%,廣達,344.0,-24.99,7.220822837951301,2025-12,2382.TW,2025,49.49,25.55
⚪ 中性觀察,1.06,1.16,49.05,3.42,N/A,📉 獲利侵蝕,-10.17,N/A,晉倫,36.1500015259,-25.04,11.055046338195721,2025-12,6151.TWO,2025,2.96,-21.62
❌ 暫避觀望,0.5,0.91,26.1,9.81,38.83%,📉 獲利侵蝕,-36.36,9.16%,直得,180.5,-25.05,103.73563218390805,2025-12,1597.TW,2025,2.59,-15.24
⚪ 中性觀察,1.98,2.42,92.55000000000001,6.99,23.29%,📉 獲利侵蝕,-17.76,6.47%,東元,74.0,-25.14,11.9935170178282,2025-12,1504.TW,2025,4.91,-18.15
⚪ 中性觀察,3.72,6.46,194.55,15.03,N/A,📉 獲利侵蝕,-24.7,N/A,振曜,93.3000030518,-25.31,7.1935237511025445,2025-12,6143.TWO,2025,15.7,-10.28
⚪ 中性觀察,4.37,6.5,217.79999999999998,50.25,12.33%,⚠️ 獲利稀釋,25.0,8.34%,達欣工,75.0999984741,-25.45,5.172176203450413,2025-12,2535.TW,2025,47.68,24.8
⚪ 中性觀察,3.19,3.99,158.39999999999998,-8.12,16.71%,🌑 雙重衰退,-40.86,2.64%,IKKA-KY,64.5,-25.5,6.107954545454546,2025-12,2250.TW,2025,-5.59,-33.62
⚪ 中性觀察,2.14,2.65,110.1,-23.4,17.58%,🌑 雙重衰退,-48.53,7.03%,中碳,78.6999969482,-25.520000000000003,10.722070428910081,2025-12,1723.TW,2025,-22.96,-48.92
❌ 暫避觀望,5.62,9.07,284.1,64.37,N/A,⚠️ 獲利稀釋,1.46,N/A,高力,1075.0,-25.940000000000005,56.75818373812038,2025-12,8996.TW,2025,42.57,38.43
⚪ 中性觀察,14.09,18.24,719.0999999999999,-8.12,29.04%,🌑 雙重衰退,-36.42,5.17%,瑞鼎,242.5,-25.96,5.058406341259908,2025-12,3592.TW,2025,-8.48,-34.08
⚪ 中性觀察,8.4,10.2,398.25000000000006,-26.81,28.63%,🌑 雙重衰退,-48.81,14.44%,上品,228.5,-26.12,8.606403013182673,2025-12,4770.TW,2025,-24.07,-52.93
⚪ 中性觀察,2.43,3.32,124.95,-3.48,54.86%,🏰 高護城河,-27.89,13.53%,桓達,109.5,-26.18,13.145258103241297,2025-12,4549.TWO,2025,-0.17,-29.66
⚪ 中性觀察,0.33,0.28,16.5,-31.39,24.73%,🌑 雙重衰退,65.0,-2.71%,憶聲,14.6000003815,-26.189999999999998,13.272727619545453,2025-12,3024.TW,2025,25.83,-57.58
⚪ 中性觀察,0.96,2.39,51.75,-0.51,N/A,🌑 雙重衰退,-46.02,N/A,精星,33.9500007629,-26.259999999999998,9.84057993127536,2025-12,8183.TWO,2025,6.74,-26.77
⚪ 中性觀察,0.94,1.33,47.7,-3.8,23.19%,🌑 雙重衰退,-32.61,4.10%,佳格,28.8500003815,-26.36,9.07232716399371,2025-12,1227.TW,2025,-2.17,-30.16
⚪ 中性觀察,1.58,1.86,60.6,12.58,17.44%,📉 獲利侵蝕,-21.39,-0.45%,全漢,51.2999992371,-26.47,12.698019613143565,2025-12,3015.TW,2025,17.03,-13.89
⚪ 中性觀察,6.88,9.93,361.5,27.29,N/A,⚠️ 獲利稀釋,2.53,N/A,華懋,230.5,-26.58,9.564315352697095,2025-12,5292.TW,2025,37.75,0.71
⚪ 中性觀察,13.32,15.5,689.6999999999999,-11.96,29.12%,🌑 雙重衰退,-36.05,0.48%,營邦,670.0,-26.729999999999997,14.571552849064812,2025-12,3693.TWO,2025,-5.96,-38.69
❌ 暫避觀望,1.46,1.94,70.8,-34.55,63.82%,🏰 高護城河,-66.67,13.96%,友威科,88.4000015259,-26.800000000000004,18.728813882605934,2025-12,3580.TWO,2025,-37.28,-61.35
⚪ 中性觀察,4.35,6.32,227.1,3.91,N/A,📉 獲利侵蝕,-27.55,N/A,全宇昕,110.5,-26.86,7.298546895640688,2025-12,6651.TWO,2025,9.61,-22.95
⚪ 中性觀察,1.11,1.53,60.300000000000004,33.95,16.95%,⚠️ 獲利稀釋,8.91,3.22%,三商電,21.3500003815,-26.96,5.310945368532337,2025-12,2427.TW,2025,18.73,6.99
❌ 暫避觀望,19.48,28.13,1016.8499999999999,36.32,19.04%,⚠️ 獲利稀釋,0.26,10.13%,創意,5450.0,-27.08,80.3953385455082,2025-12,3443.TW,2025,14.3,9.24
⚪ 中性觀察,6.27,10.74,360.5999999999999,11.63,N/A,📉 獲利侵蝕,-32.23,N/A,胡連,124.0,-27.14,5.158069883527455,2025-12,6279.TWO,2025,13.16,-15.51
❌ 暫避觀望,8.68,13.99,463.50000000000006,20.89,42.20%,📉 獲利侵蝕,-8.44,19.22%,華城,891.0,-27.19,28.834951456310677,2025-12,1519.TW,2025,25.2,-6.3
⚪ 數據不足,-8.15,-7.62,-356.70000000000005,-8.54,10.51%,🌑 雙重衰退,-436.18,-1.93%,碩禾,131.5,-27.29,0.0,2025-12,3691.TWO,2025,-33.93,-35.83
⚪ 中性觀察,2.31,1.84,97.64999999999999,-15.47,N/A,🌑 雙重衰退,-58.3,N/A,巨大,67.8000030518,-27.39,10.414747012565286,2025-12,9921.TW,2025,-16.86,-42.86
❌ 暫避觀望,47.64,70.17,2474.55,12.28,51.54%,🏰 高護城河,-16.1,29.92%,嘉澤,2850.0,-27.490000000000002,17.27586833969813,2025-12,3533.TW,2025,12.55,-15.21
⚪ 中性觀察,5.32,6.77,288.90000000000003,10.46,N/A,📉 獲利侵蝕,-8.3,N/A,志強-KY,84.4000015259,-27.52,4.382139227720664,2025-12,6768.TW,2025,16.51,-17.06
❌ 暫避觀望,1.78,2.76,50.4,22.56,25.49%,📉 獲利侵蝕,-10.55,0.20%,台聯電,79.9000015259,-27.71,23.779762358898807,2025-12,4905.TWO,2025,23.69,-5.15
❌ 暫避觀望,0.24,0.31,8.700000000000001,9.81,N/A,📉 獲利侵蝕,-24.24,N/A,邑昇,64.0,-27.759999999999998,110.34482758620689,2025-12,5291.TWO,2025,9.23,-17.95
⚪ 數據不足,-0.39,-1.01,-35.699999999999996,10.43,N/A,📉 獲利侵蝕,40.0,N/A,福華,12.5,-27.87,0.0,2025-12,8085.TWO,2025,7.62,-17.44
❌ 暫避觀望,2.95,4.74,144.9,4.91,18.27%,📉 獲利侵蝕,-30.82,6.37%,華新科,160.0,-27.87,16.563146997929607,2025-12,2492.TW,2025,4.98,-22.96
⚪ 數據不足,-1.11,-1.93,-61.49999999999999,24.6,N/A,📉 獲利侵蝕,11.02,N/A,中揚光,38.2000007629,-27.950000000000003,0.0,2025-12,6668.TW,2025,17.0,-3.35
⚪ 中性觀察,2.58,3.63,126.15,18.91,N/A,📉 獲利侵蝕,-10.73,N/A,訊連,65.1999969482,-27.96,7.752675023567181,2025-12,5203.TW,2025,16.83,-9.05
⚪ 中性觀察,0.64,1.0,29.550000000000004,22.15,31.61%,📉 獲利侵蝕,-18.92,15.00%,承業醫,29.3999996185,-28.09,14.92385767436548,2025-12,4164.TW,2025,23.64,-5.94
⚪ 中性觀察,2.54,4.58,165.45000000000002,-12.03,N/A,🌑 雙重衰退,0.0,N/A,寶綠特-KY,39.9500007629,-28.18,3.6219402323572067,2025-12,6887.TW,2025,-2.88,-40.21
⚪ 數據不足,-1.99,0.09,-65.1,-70.37,N/A,🔄 轉虧為盈,-155.28,N/A,欣巴巴,37.0999984741,-28.209999999999994,0.0,2025-12,9906.TW,2025,-85.68,-98.58
⚪ 中性觀察,6.01,5.39,219.74999999999997,-44.06,52.84%,🏰 高護城河,-67.23,-23.97%,華友聯,49.0499992371,-28.340000000000003,3.348122814819113,2025-12,1436.TW,2025,-39.72,-72.4
❌ 暫避觀望,5.02,6.7,255.6,-10.49,30.63%,🌑 雙重衰退,-41.63,10.84%,宇隆,295.0,-28.379999999999995,17.312206572769956,2025-12,2233.TW,2025,-9.39,-38.87
⚪ 數據不足,2.72,4.36,0.0,12.66,32.99%,📉 獲利侵蝕,-30.26,19.39%,鉅祥,0.0,-28.64,0.0,2025-12,2476.TW,2025,10.54,-15.98
⚪ 中性觀察,3.64,6.04,195.6,1.71,23.25%,📉 獲利侵蝕,-23.04,11.86%,智伸科,135.0,-28.85,10.35276073619632,2025-12,4551.TW,2025,1.19,-27.14
⚪ 中性觀察,0.53,0.71,19.499999999999996,-20.78,15.31%,🌑 雙重衰退,-66.44,0.88%,三商,13.5,-28.85,10.384615384615387,2025-12,2905.TW,2025,-7.06,-49.63
⚪ 數據不足,1.48,2.13,0.0,-1.62,N/A,🌑 雙重衰退,-8.07,N/A,光速火箭,27.5499992371,-29.259999999999998,0.0,2025-12,7782.TWO,2025,2.13,-30.88
⚪ 中性觀察,0.78,1.23,40.05,-3.25,30.16%,🌑 雙重衰退,-39.02,10.81%,聿新科,23.3999996185,-29.520000000000003,8.76404480093633,2025-12,4161.TWO,2025,-5.67,-32.77
⚪ 中性觀察,2.1,3.01,111.14999999999999,19.28,25.58%,📉 獲利侵蝕,-20.75,18.00%,美琪瑪,93.1999969482,-29.700000000000003,12.577597428906882,2025-12,4721.TWO,2025,25.22,-10.42
⚪ 中性觀察,1.11,2.17,76.20000000000002,-0.76,37.08%,🌑 雙重衰退,-42.78,16.89%,雲品,40.5499992371,-29.91,7.982283314389763,2025-12,2748.TW,2025,-0.81,-30.67
⚪ 中性觀察,4.64,6.32,239.70000000000002,6.91,N/A,📉 獲利侵蝕,-28.62,N/A,朋程,146.0,-30.02,9.136420525657071,2025-12,8255.TWO,2025,10.7,-23.11
❌ 暫避觀望,0.5,0.72,25.65,-2.51,N/A,🌑 雙重衰退,-41.86,N/A,松翰,44.0999984741,-30.200000000000003,25.789472791871344,2025-12,5471.TW,2025,-1.99,-32.71
⚪ 中性觀察,4.03,5.2,186.15,-7.33,N/A,🌑 雙重衰退,-34.89,N/A,群電,87.0999984741,-30.32,7.018533317816278,2025-12,6412.TW,2025,-2.55,-37.65
⚪ 中性觀察,1.0,1.3,52.8,-16.56,N/A,🌑 雙重衰退,26.58,N/A,台通,19.6499996185,-30.38,5.582386255255683,2025-12,8011.TW,2025,-22.22,-46.94
⚪ 中性觀察,0.48,0.73,23.7,-0.68,8.57%,🌑 雙重衰退,-33.33,1.90%,東隆興,14.1000003815,-30.45,8.924050874367088,2025-12,4401.TWO,2025,0.86,-31.13
⚪ 中性觀察,0.95,0.89,29.7,29.83,N/A,📉 獲利侵蝕,15.85,N/A,富爾特,24.8500003815,-30.939999999999998,12.550505243181817,2025-12,6136.TW,2025,26.89,-1.11
⚪ 中性觀察,3.16,4.36,165.75,3.03,29.23%,📉 獲利侵蝕,-32.04,18.00%,揚博,141.0,-30.96,12.760180995475112,2025-12,2493.TW,2025,1.62,-27.93
⚪ 中性觀察,1.78,2.6,94.64999999999999,3.61,N/A,📉 獲利侵蝕,-34.8,N/A,富致,66.9000015259,-30.98,10.60221894229794,2025-12,6642.TWO,2025,6.19,-27.37
⚪ 中性觀察,1.82,10.15,184.20000000000002,152.88,28.22%,⚠️ 獲利稀釋,-63.6,24.04%,華固,124.5,-31.0,10.138436482084689,2025-12,2548.TW,2025,-32.14,121.88
⚪ 中性觀察,1.3,1.61,64.05,2.96,N/A,📉 獲利侵蝕,-28.09,N/A,欣天然,43.5999984741,-31.14,10.210772476370025,2025-12,9918.TW,2025,5.03,-28.18
⚪ 中性觀察,6.23,8.37,316.35,9.74,42.21%,📉 獲利侵蝕,-26.79,22.46%,富邦金,94.5,-31.299999999999997,4.480796586059744,2025-12,2881.TW,2025,-2.69,-21.56
❌ 暫避觀望,-0.17,0.75,5.3999999999999995,10.94,N/A,🔄 轉虧為盈,-14.29,N/A,華電網,58.5999984741,-31.369999999999997,162.77777353916667,2025-12,6163.TWO,2025,9.55,-20.43
⚪ 數據不足,-1.94,-1.77,-95.1,50.27,11.98%,⚠️ 獲利稀釋,-95.96,7.19%,台船,20.7999992371,-31.460000000000004,0.0,2025-12,2208.TW,2025,59.58,18.81
⚪ 中性觀察,0.72,1.36,40.5,19.79,N/A,📉 獲利侵蝕,-40.0,N/A,驊宏資,31.9500007629,-31.479999999999997,11.833333615888888,2025-12,6148.TWO,2025,9.72,-11.69
⚪ 中性觀察,4.21,5.48,203.85000000000002,29.54,17.93%,📉 獲利侵蝕,17.53,10.80%,日電貿,116.0,-31.56,8.53568800588668,2025-12,3090.TW,2025,32.55,-2.02
❌ 暫避觀望,1.52,2.44,74.55,60.25,21.67%,⚠️ 獲利稀釋,0.0,8.17%,佳能,79.6999969482,-31.68,16.036216689778673,2025-12,2374.TW,2025,45.79,28.57
⚪ 中性觀察,3.02,4.01,159.9,9.39,N/A,📉 獲利侵蝕,-21.61,N/A,大樹,77.5999984741,-31.72,7.2795495754315205,2025-12,6469.TWO,2025,10.06,-22.33
⚪ 中性觀察,4.87,6.8,236.99999999999997,16.34,11.11%,📉 獲利侵蝕,-34.98,2.63%,微星,101.0,-31.759999999999998,6.3924050632911396,2025-12,2377.TW,2025,17.9,-15.42
⚪ 中性觀察,3.96,5.89,194.84999999999997,6.82,N/A,📉 獲利侵蝕,-28.13,N/A,翔名,189.5,-31.96,14.588144726712859,2025-12,8091.TWO,2025,4.35,-25.14
❌ 暫避觀望,0.72,0.73,30.749999999999996,-1.53,N/A,🌑 雙重衰退,-1.37,N/A,詠昇,32.1500015259,-32.11,15.682927573609758,2025-12,6418.TWO,2025,-3.81,-33.64
⚪ 數據不足,3.81,5.64,0.0,-13.21,N/A,🌑 雙重衰退,-52.91,N/A,鼎基,0.0,-32.29,0.0,2025-12,6585.TW,2025,-14.46,-45.5
⚪ 中性觀察,27.74,31.68,1346.4,-18.23,17.92%,🌑 雙重衰退,-45.0,9.72%,長榮,213.5,-32.59,2.3785650623885917,2025-12,2603.TW,2025,-15.64,-50.82
⚪ 中性觀察,1.12,1.63,56.400000000000006,12.02,N/A,📉 獲利侵蝕,-24.31,N/A,長科*,52.0,-32.620000000000005,13.829787234042552,2025-12,6548.TWO,2025,12.56,-20.6
⚪ 中性觀察,0.69,1.06,35.699999999999996,-10.64,34.78%,🌑 雙重衰退,-52.41,18.49%,逸昌,29.5499992371,-32.68,12.415966066008403,2025-12,3567.TWO,2025,-13.96,-43.32
⚪ 數據不足,0.35,0.58,0.0,15.88,N/A,📉 獲利侵蝕,-31.37,N/A,能率亞洲,28.9500007629,-32.800000000000004,0.0,2025-12,7777.TWO,2025,6.8,-16.92
⚪ 數據不足,-0.54,-0.39,-21.900000000000002,-6.47,12.46%,🌑 雙重衰退,-440.0,2.54%,榮成,9.1599998474,-32.82,0.0,2025-12,1909.TW,2025,-6.88,-39.29
❌ 暫避觀望,0.32,0.78,21.000000000000004,1.99,30.30%,📉 獲利侵蝕,-58.44,18.03%,大統新創,22.25,-32.96,15.89285714285714,2025-12,1470.TW,2025,3.3,-30.97
⚪ 中性觀察,5.23,5.53,311.40000000000003,22.7,4.67%,📉 獲利侵蝕,-2.24,-0.60%,光明,41.5,-33.22,1.9990366088631983,2025-12,4420.TWO,2025,27.84,-10.52
⚪ 中性觀察,0.53,0.61,24.750000000000004,-2.09,91.47%,🏰 高護城河,-24.64,32.72%,王道銀行,10.1000003815,-33.39,6.121212352424242,2025-12,2897.TW,2025,-6.53,-35.48
⚪ 中性觀察,0.82,1.1,40.800000000000004,-16.5,20.87%,🌑 雙重衰退,-56.0,0.16%,全台,23.2999992371,-33.5,8.566176190110294,2025-12,3038.TW,2025,-15.48,-50.0
⚪ 中性觀察,1.23,1.5,58.650000000000006,-5.68,22.84%,🌑 雙重衰退,-42.25,6.75%,正新,32.0,-33.59,8.184143222506394,2025-12,2105.TW,2025,-4.96,-39.27
⚪ 中性觀察,1.56,4.23,95.55000000000001,0.46,N/A,📉 獲利侵蝕,-65.71,N/A,虹堡,48.5,-33.63,7.613814756671898,2025-12,5258.TW,2025,-2.59,-33.17
⚪ 中性觀察,8.08,9.65,403.04999999999995,-6.28,N/A,🌑 雙重衰退,-34.04,N/A,天鈺,161.0,-33.66,5.991812430219576,2025-12,4961.TW,2025,-0.32,-39.94
❌ 暫避觀望,1.71,1.96,85.65,-25.18,N/A,🌑 雙重衰退,-53.91,N/A,傳奇,98.5,-33.82,17.25043782837128,2025-12,4994.TW,2025,-27.43,-59.0
⚪ 中性觀察,2.57,3.16,124.95,29.36,13.39%,📉 獲利侵蝕,-8.59,3.80%,昇貿,118.5,-33.95,14.225690276110445,2025-12,3305.TW,2025,30.27,-4.59
❌ 暫避觀望,1.27,3.14,76.64999999999999,32.39,16.83%,📉 獲利侵蝕,-40.28,11.95%,光洋科,185.0,-34.27,36.20352250489237,2025-12,1785.TWO,2025,30.97,-1.88
❌ 暫避觀望,0.78,0.98,46.349999999999994,-7.04,N/A,🌑 雙重衰退,-39.53,N/A,台南-KY,50.0,-34.28,16.181229773462785,2025-12,5906.TW,2025,-10.26,-41.32
❌ 暫避觀望,1.19,2.19,60.6,-15.3,N/A,🌑 雙重衰退,-69.69,N/A,應廣,86.0999984741,-34.349999999999994,21.311880810420792,2025-12,6716.TWO,2025,-16.58,-49.65
❌ 暫避觀望,0.66,0.71,31.050000000000004,7.41,N/A,📉 獲利侵蝕,-7.04,N/A,信音,32.9500007629,-34.489999999999995,15.917874764685987,2025-12,6126.TWO,2025,5.58,-27.08
⚪ 中性觀察,1.0,1.38,51.150000000000006,-1.77,N/A,🌑 雙重衰退,-42.53,N/A,台林,26.5499992371,-34.51,7.785923529941349,2025-12,5353.TWO,2025,-5.73,-36.28
❌ 暫避觀望,0.41,0.74,19.799999999999997,10.87,N/A,📉 獲利侵蝕,-52.87,N/A,鈞寶,50.9000015259,-34.58,38.56060721659092,2025-12,6155.TW,2025,11.9,-23.71
❌ 暫避觀望,0.24,0.5,13.200000000000001,12.86,N/A,📉 獲利侵蝕,-58.62,N/A,天二科技,43.75,-34.739999999999995,49.715909090909086,2025-12,6834.TW,2025,17.47,-21.88
❌ 暫避觀望,4.2,9.43,277.04999999999995,12.26,43.28%,📉 獲利侵蝕,-55.93,17.47%,家登,585.0,-34.77,31.67298321602599,2025-12,3680.TWO,2025,0.17,-22.51
⚪ 數據不足,-4.71,-6.11,-195.15000000000003,0.49,2.93%,📉 獲利侵蝕,-83.27,-21.07%,台揚,12.9499998093,-34.78,0.0,2025-12,2314.TW,2025,-21.59,-34.29
⚪ 數據不足,-1.16,-1.76,-63.3,-4.78,6.52%,🌑 雙重衰退,-45.0,2.26%,亞聚,13.75,-34.9,0.0,2025-12,1308.TW,2025,-3.08,-39.68
⚪ 中性觀察,11.6,14.47,525.9000000000001,-4.98,51.62%,🏰 高護城河,-32.24,10.14%,碩天,195.0,-35.349999999999994,5.56189389617798,2025-12,3617.TW,2025,-1.7,-40.33
⚪ 中性觀察,2.56,3.47,124.95,-19.78,13.53%,🌑 雙重衰退,-51.25,3.69%,精元,41.6500015259,-35.78,5.000000183181273,2025-12,2387.TW,2025,-18.24,-55.56
⚪ 中性觀察,1.84,2.35,99.3,2.45,N/A,📉 獲利侵蝕,-23.33,N/A,晉泰,25.6499996185,-35.78,3.8746222988670693,2025-12,6221.TWO,2025,19.24,-33.33
⚪ 中性觀察,9.96,13.77,507.45,75.17,N/A,⚠️ 獲利稀釋,44.29,N/A,信紘科,268.0,-35.78,7.9219627549512275,2025-12,6667.TWO,2025,80.9,39.39
❌ 暫避觀望,10.08,15.42,513.4499999999999,23.03,N/A,📉 獲利侵蝕,-18.1,N/A,雍智科技,2385.0,-35.93,69.67572304995619,2025-12,6683.TWO,2025,27.1,-12.9
⚪ 數據不足,-0.04,-0.13,-5.1000000000000005,-99.16,N/A,🌑 雙重衰退,33.33,N/A,三豐,15.6000003815,-35.97999999999999,0.0,2025-12,5514.TWO,2025,0.0,-135.14
⚪ 中性觀察,1.38,2.24,74.7,0.37,75.32%,🏰 高護城河,-45.93,19.86%,科妍,57.5999984741,-35.98,11.56626475383534,2025-12,1786.TW,2025,1.13,-35.61
⚪ 中性觀察,0.9,1.26,42.900000000000006,4.14,11.56%,📉 獲利侵蝕,-34.07,2.51%,宏��,28.1000003815,-36.01,9.825174958566432,2025-12,2353.TW,2025,1.31,-31.87
⚪ 數據不足,-1.67,-1.83,-66.9,36.07,51.65%,🏰 高護城河,24.61,-9.65%,富野,12.6000003815,-36.07,0.0,2025-12,2736.TWO,2025,51.06,0.0
❌ 暫避觀望,0.51,0.65,22.800000000000004,9.25,20.85%,📉 獲利侵蝕,-22.73,1.19%,其陽,40.0499992371,-36.22,26.34868370861842,2025-12,3564.TWO,2025,11.47,-26.97
⚪ 數據不足,-1.07,-1.22,-51.45,21.56,-2.87%,📉 獲利侵蝕,-46.58,-10.81%,典範,19.75,-36.65,0.0,2025-12,3372.TWO,2025,16.7,-15.09
❌ 暫避觀望,0.56,1.87,47.7,-11.58,N/A,🌑 雙重衰退,-67.46,N/A,現觀科,61.5999984741,-36.870000000000005,19.371068702547166,2025-12,6906.TW,2025,-7.5,-48.45
⚪ 中性觀察,1.62,2.51,85.49999999999999,-11.79,N/A,🌑 雙重衰退,-57.7,N/A,立誠,71.5,-36.910000000000004,12.543859649122808,2025-12,6597.TWO,2025,-13.06,-48.7
