Combination,Impact_Score
MA_10 + InvestmentTrustBuyVolK,0.861599
MA_10 + ForeignSellVolK,0.861599
MA_10 + ForeignHoldPercent,0.861599
MA_10 + ForeignDiffVolK,0.861599
MA_10 + ForeignBuyVolK,0.861599
MA_10 + DealerSellVolK,0.861599
MA_10 + DealerDiffVolK,0.861599
MA_10 + DealerBuyVolK,0.861599
MA_10 + ChangePercent,0.861599
MA_10 + ATR_20,0.861599
MA_10 + MA_60,0.861599
MA_10 + V_MA20,0.861599
MA_10 + Bias_Ratio,0.861599
MA_10 + MA20,0.861599
MA_10 + Short_Term_Rebound,0.861599
MA_Short + Bias_Ratio,0.861599
MA_10 + High_120,0.861599
MA_Short + MA_60,0.861599
MA_Short + InvestmentTrustDiffVolK,0.861599
MA_10 + Strong_Trend,0.861599
MA_Short + ATR_20,0.861599
MA_Short + Foreign_Consecutive_BuyDays,0.861599
MA_Short + Foreign_VolumeK,0.861599
MA_Short + TotalSellVolK,0.861599
MA_Short + TotalDiffVolK,0.861599
MA_Short + TotalBuyVolK,0.861599
MA_Short + InvestmentTrustSellVolK,0.861599
MA_Short + Foreign_LayoutScore,0.861599
MA_Short + InvestmentTrustBuyVolK,0.861599
MA_Short + DealerBuyVolK,0.861599
MA_Short + ForeignHoldPercent,0.861599
MA_Short + ForeignDiffVolK,0.861599
MA_Short + ForeignBuyVolK,0.861599
MA_Short + DealerSellVolK,0.861599
MA_Short + ChangePercent,0.861599
MA_Short + DealerDiffVolK,0.861599
MA_Short + ForeignSellVolK,0.861599
KAMA_10 + BIAS_Short_Col,0.860596
KAMA_10 + Vol_Spike,0.860596
KAMA_10 + Vol_Ratio,0.860596
KAMA_10 + Vol_MA6,0.860596
KAMA_10 + ADX_5,0.860596
KAMA_10 + CCI,0.860596
KAMA_10 + ADX,0.860596
KAMA_10 + -DI,0.860596
KAMA_10 + +DI,0.860596
KAMA_10 + OBV_MA,0.860596
KAMA_10 + OBV,0.860596
KAMA_10 + KDJ_J,0.860596
KAMA_10 + BIAS_20,0.860596
KAMA_10 + BIAS_6,0.860596
KAMA_10 + AMA,0.860596
KAMA_10 + Bullish_Align,0.860596
KAMA_10 + DMA_Golden_Cross,0.860596
KAMA_10 + High_120,0.860596
KAMA_10 + MA200,0.860596
KAMA_10 + DMA_Momentum_Up,0.860596
KAMA_10 + DMA_Diff,0.860596
KAMA_10 + DMA_Bullish,0.860596
KAMA_10 + DMA_Death_Cross,0.860596
KAMA_10 + KDJ_K,0.860596
KAMA_10 + Short_Term_Rebound,0.860596
KAMA_10 + DMA,0.860596
KAMA_10 + MA_Long,0.860596
KAMA_10 + MA_Short,0.860596
KAMA_10 + Golden_Cross,0.860596
KAMA_10 + Bias_Divergence,0.860596
KAMA_10 + Strong_Trend,0.860596
KAMA_10 + KDJ_D,0.860596
KAMA_10 + MACD_Bullish_Strong,0.860596
KAMA_10 + Williams,0.860596
KAMA_10 + MACD_Signal,0.860596
KAMA_10 + Bias_Ratio,0.860596
KAMA_10 + SMMA_10,0.860596
KAMA_10 + MA_20,0.860596
KAMA_10 + EMA_20,0.860596
KAMA_10 + WMA_20,0.860596
KAMA_10 + SMA_20,0.860596
KAMA_10 + HMA_20,0.860596
KAMA_10 + DEMA_20,0.860596
KAMA_10 + KAMA_20,0.860596
KAMA_10 + SMMA_20,0.860596
KAMA_10 + WMA_6,0.860596
KAMA_10 + DIF,0.860596
KAMA_10 + DEA,0.860596
KAMA_10 + MACD,0.860596
KAMA_10 + MACD_Hist,0.860596
KAMA_10 + BOLL,0.860596
KAMA_10 + MACD_OSC,0.860596
KAMA_10 + MACD_Golden_Cross,0.860596
KAMA_10 + MACD_Death_Cross,0.860596
KAMA_10 + MACD_Bullish_Zone,0.860596
KAMA_10 + MACD_Bearish_Zone,0.860596
KAMA_10 + MACD_Diff,0.860596
KAMA_10 + MACD_Momentum_Up,0.860596
KAMA_10 + MACD_Momentum_Down,0.860596
KAMA_10 + MACD_Bearish_Strong,0.860596
KAMA_10 + MACD_Momentum_Ratio,0.860596
KAMA_10 + RSI,0.860596
KAMA_10 + SMA,0.860596
KAMA_10 + Upper_Band,0.860596
KAMA_10 + Lower_Band,0.860596
KAMA_10 + MA20,0.860596
KAMA_10 + Foreign_Consecutive_BuyDays,0.860596
KAMA_10 + V_MA20,0.860596
KAMA_10 + TotalDifferenceVolK,0.860596
KAMA_10 + MainHolderCount,0.860596
KAMA_10 + DirSupHoldPercent,0.860596
KAMA_10 + LendingTotalVolK,0.860596
KAMA_10 + LendingRepayVolK,0.860596
KAMA_10 + LendingSellVolK,0.860596
KAMA_10 + ShortUsageRatio,0.860596
KAMA_10 + ShortLimitVolK,0.860596
KAMA_10 + ShortRepayVolK,0.860596
KAMA_10 + ShortSellVolK,0.860596
KAMA_10 + ShortBuyVolK,0.860596
KAMA_10 + FinancingUsageRatio,0.860596
KAMA_10 + FinancingLimitVolK,0.860596
KAMA_10 + FinancingTotalVolK,0.860596
KAMA_10 + FinancingPaybackVolK,0.860596
KAMA_10 + FinancingSellVolK,0.860596
KAMA_10 + FinancingBuyVolK,0.860596
KAMA_10 + ShortFinancingPercent,0.860596
KAMA_10 + DayTradingVolK,0.860596
KAMA_10 + Foreign_Hold_Increasing,0.860596
KAMA_10 + Foreign_LayoutScore,0.860596
KAMA_10 + MA_60,0.860596
KAMA_10 + MainHoldPercent,0.860596
KAMA_10 + ShortTotalVolK,0.860596
KAMA_10 + TotalOverbuyVolK,0.860596
KAMA_10 + InvestmentTrustDiffVolK,0.860596
KAMA_10 + ATR_20,0.860596
KAMA_10 + TotalOversellVolK,0.860596
KAMA_10 + DealerBuyVolK,0.860596
KAMA_10 + DealerDiffVolK,0.860596
KAMA_10 + DealerSellVolK,0.860596
KAMA_10 + ForeignBuyVolK,0.860596
KAMA_10 + ForeignDiffVolK,0.860596
KAMA_10 + ForeignHoldPercent,0.860596
KAMA_10 + ForeignSellVolK,0.860596
KAMA_10 + InvestmentTrustBuyVolK,0.860596
KAMA_10 + ChangePercent,0.860596
KAMA_10 + InvestmentTrustSellVolK,0.860596
KAMA_10 + Foreign_VolumeK,0.860596
KAMA_10 + TotalBuyVolK,0.860596
KAMA_10 + BIAS_Accel,0.860596
KAMA_10 + BB_Pos,0.860596
KAMA_10 + TradeVolumeRate,0.860596
KAMA_10 + TotalSellVolK,0.860596
KAMA_10 + TotalDiffVolK,0.860596
OBV_MA + CCI,0.858511
OBV_MA + Strong_Trend,0.858511
OBV_MA + DMA_Bullish,0.858511
OBV_MA + DMA_Death_Cross,0.858511
OBV_MA + DMA_Golden_Cross,0.858511
OBV_MA + AMA,0.858511
OBV_MA + DMA,0.858511
OBV_MA + MA_Long,0.858511
OBV_MA + MA_Short,0.858511
OBV_MA + Golden_Cross,0.858511
OBV_MA + Bias_Divergence,0.858511
OBV_MA + Bullish_Align,0.858511
OBV_MA + Short_Term_Rebound,0.858511
OBV_MA + -DI,0.858511
OBV_MA + BIAS_20,0.858511
OBV_MA + BIAS_6,0.858511
OBV_MA + Vol_Spike,0.858511
OBV_MA + Vol_Ratio,0.858511
OBV_MA + Vol_MA6,0.858511
OBV_MA + ADX_5,0.858511
OBV_MA + ADX,0.858511
OBV_MA + DMA_Momentum_Up,0.858511
OBV_MA + DMA_Diff,0.858511
OBV_MA + BIAS_Short_Col,0.858511
OBV_MA + MA200,0.858511
OBV_MA + FinancingBuyVolK,0.858511
OBV_MA + FinancingPaybackVolK,0.858511
OBV_MA + FinancingTotalVolK,0.858511
OBV_MA + FinancingLimitVolK,0.858511
OBV_MA + FinancingUsageRatio,0.858511
OBV_MA + ShortBuyVolK,0.858511
OBV_MA + ShortSellVolK,0.858511
OBV_MA + ShortRepayVolK,0.858511
OBV_MA + ShortTotalVolK,0.858511
OBV_MA + ShortLimitVolK,0.858511
OBV_MA + ShortUsageRatio,0.858511
OBV_MA + LendingSellVolK,0.858511
OBV_MA + LendingRepayVolK,0.858511
OBV_MA + LendingTotalVolK,0.858511
OBV_MA + DirSupHoldPercent,0.858511
OBV_MA + MainHolderCount,0.858511
OBV_MA + MainHoldPercent,0.858511
OBV_MA + TotalDifferenceVolK,0.858511
OBV_MA + TotalOverbuyVolK,0.858511
OBV_MA + TotalOversellVolK,0.858511
OBV_MA + TradeVolumeRate,0.858511
OBV_MA + BIAS_Accel,0.858511
OBV_MA + High_120,0.858511
OBV_MA + BB_Pos,0.858511
OBV_MA + FinancingSellVolK,0.858511
OBV_MA + +DI,0.858511
OBV_MA + ShortFinancingPercent,0.858511
OBV_MA + ForeignHoldPercent,0.858511
OBV_MA + DayTradingVolK,0.858511
OBV_MA + Bias_Ratio,0.858511
OBV_MA + V_MA20,0.858511
OBV_MA + MA_60,0.858511
OBV_MA + ATR_20,0.858511
OBV_MA + ChangePercent,0.858511
OBV_MA + DealerBuyVolK,0.858511
OBV_MA + DealerDiffVolK,0.858511
OBV_MA + DealerSellVolK,0.858511
OBV_MA + ForeignBuyVolK,0.858511
OBV_MA + ForeignDiffVolK,0.858511
OBV_MA + MA20,0.858511
OBV_MA + ForeignSellVolK,0.858511
OBV_MA + InvestmentTrustDiffVolK,0.858511
OBV_MA + InvestmentTrustSellVolK,0.858511
OBV_MA + TotalBuyVolK,0.858511
OBV_MA + TotalDiffVolK,0.858511
OBV_MA + TotalSellVolK,0.858511
OBV_MA + Foreign_VolumeK,0.858511
OBV_MA + Foreign_LayoutScore,0.858511
OBV_MA + Foreign_Consecutive_BuyDays,0.858511
OBV_MA + Foreign_Hold_Increasing,0.858511
OBV_MA + InvestmentTrustBuyVolK,0.858511
MA20 + TotalBuyVolK,0.857879
MA20 + InvestmentTrustBuyVolK,0.857879
MA20 + InvestmentTrustDiffVolK,0.857879
MA20 + InvestmentTrustSellVolK,0.857879
MA20 + Foreign_Consecutive_BuyDays,0.857879
MA20 + TotalDiffVolK,0.857879
MA20 + TotalSellVolK,0.857879
MA20 + Foreign_VolumeK,0.857879
MA20 + Foreign_LayoutScore,0.857879
MA20 + ForeignSellVolK,0.857879
MA20 + DealerDiffVolK,0.857879
MA20 + ForeignHoldPercent,0.857879
MA20 + ForeignDiffVolK,0.857879
MA20 + ForeignBuyVolK,0.857879
MA20 + DealerSellVolK,0.857879
MA20 + DealerBuyVolK,0.857879
MA20 + ChangePercent,0.857879
MA20 + ATR_20,0.857879
MA20 + MA_60,0.857879
MA20 + V_MA20,0.857879
MA20 + Bias_Ratio,0.857879
MA20 + DayTradingVolK,0.857879
MA20 + Foreign_Hold_Increasing,0.857879
MA20 + ShortLimitVolK,0.857879
MA20 + ShortFinancingPercent,0.857879
MA20 + FinancingBuyVolK,0.857879
MA20 + BIAS_Accel,0.857879
MA20 + TradeVolumeRate,0.857879
MA20 + TotalOversellVolK,0.857879
MA20 + TotalOverbuyVolK,0.857879
MA20 + TotalDifferenceVolK,0.857879
MA20 + MainHoldPercent,0.857879
MA20 + MainHolderCount,0.857879
MA20 + DirSupHoldPercent,0.857879
MA20 + LendingTotalVolK,0.857879
MA20 + LendingRepayVolK,0.857879
MA20 + LendingSellVolK,0.857879
MA20 + ShortUsageRatio,0.857879
MA20 + ShortTotalVolK,0.857879
MA20 + ShortRepayVolK,0.857879
MA20 + ShortSellVolK,0.857879
MA20 + ShortBuyVolK,0.857879
MA20 + FinancingUsageRatio,0.857879
MA20 + FinancingLimitVolK,0.857879
MA20 + FinancingTotalVolK,0.857879
MA20 + FinancingPaybackVolK,0.857879
MA20 + FinancingSellVolK,0.857879
MA20 + BB_Pos,0.857879
BOLL + Foreign_VolumeK,0.857879
SMA + ShortLimitVolK,0.857879
SMA_20 + InvestmentTrustBuyVolK,0.857879
SMA_20 + DayTradingVolK,0.857879
SMA_20 + Foreign_Hold_Increasing,0.857879
SMA_20 + Foreign_Consecutive_BuyDays,0.857879
SMA_20 + Foreign_LayoutScore,0.857879
SMA_20 + Foreign_VolumeK,0.857879
SMA_20 + TotalSellVolK,0.857879
SMA_20 + TotalDiffVolK,0.857879
SMA_20 + TotalBuyVolK,0.857879
SMA_20 + InvestmentTrustSellVolK,0.857879
SMA_20 + InvestmentTrustDiffVolK,0.857879
SMA_20 + ForeignSellVolK,0.857879
SMA_20 + FinancingBuyVolK,0.857879
SMA_20 + ForeignDiffVolK,0.857879
SMA_20 + ForeignBuyVolK,0.857879
SMA_20 + DealerSellVolK,0.857879
SMA_20 + DealerDiffVolK,0.857879
SMA_20 + DealerBuyVolK,0.857879
SMA_20 + ChangePercent,0.857879
SMA_20 + ATR_20,0.857879
SMA_20 + MA_60,0.857879
SMA_20 + V_MA20,0.857879
SMA_20 + Bias_Ratio,0.857879
SMA_20 + ShortFinancingPercent,0.857879
SMA_20 + FinancingSellVolK,0.857879
SMA_20 + MACD,0.857879
SMA + CCI,0.857879
SMA + LendingSellVolK,0.857879
SMA + Upper_Band,0.857879
SMA + Lower_Band,0.857879
SMA + BOLL,0.857879
SMA + Williams,0.857879
SMA + KDJ_K,0.857879
SMA + KDJ_D,0.857879
SMA + KDJ_J,0.857879
SMA + OBV,0.857879
SMA + OBV_MA,0.857879
SMA_20 + LendingRepayVolK,0.857879
SMA_20 + FinancingPaybackVolK,0.857879
SMA_20 + LendingSellVolK,0.857879
SMA_20 + ShortUsageRatio,0.857879
SMA_20 + ShortLimitVolK,0.857879
SMA_20 + ShortTotalVolK,0.857879
SMA_20 + ShortRepayVolK,0.857879
SMA_20 + ShortSellVolK,0.857879
SMA_20 + ShortBuyVolK,0.857879
SMA_20 + FinancingUsageRatio,0.857879
SMA_20 + FinancingLimitVolK,0.857879
SMA_20 + FinancingTotalVolK,0.857879
SMA_20 + MA20,0.857879
SMA_20 + High_120,0.857879
SMA_20 + MA200,0.857879
SMA_20 + MACD_Momentum_Ratio,0.857879
SMA_20 + OBV,0.857879
SMA_20 + KDJ_J,0.857879
SMA_20 + KDJ_D,0.857879
SMA_20 + KDJ_K,0.857879
SMA_20 + Williams,0.857879
SMA_20 + BOLL,0.857879
SMA_20 + Lower_Band,0.857879
SMA_20 + Upper_Band,0.857879
SMA_20 + SMA,0.857879
SMA_20 + RSI,0.857879
SMA_20 + MACD_Bearish_Strong,0.857879
SMA_20 + DMA_Momentum_Up,0.857879
SMA_20 + MACD_Bullish_Strong,0.857879
SMA_20 + MACD_Momentum_Down,0.857879
SMA_20 + MACD_Momentum_Up,0.857879
SMA_20 + MACD_Diff,0.857879
SMA_20 + MACD_Bearish_Zone,0.857879
SMA_20 + MACD_Bullish_Zone,0.857879
SMA_20 + MACD_Death_Cross,0.857879
SMA_20 + MACD_Golden_Cross,0.857879
SMA_20 + MACD_OSC,0.857879
SMA_20 + MACD_Hist,0.857879
SMA_20 + OBV_MA,0.857879
SMA_20 + CCI,0.857879
SMA_20 + +DI,0.857879
SMA_20 + -DI,0.857879
SMA_20 + DMA_Diff,0.857879
SMA_20 + DMA_Bullish,0.857879
SMA_20 + DMA_Death_Cross,0.857879
SMA_20 + DMA_Golden_Cross,0.857879
SMA_20 + AMA,0.857879
SMA_20 + DMA,0.857879
SMA_20 + MA_Long,0.857879
SMA_20 + MA_Short,0.857879
SMA_20 + Golden_Cross,0.857879
SMA_20 + Bias_Divergence,0.857879
SMA_20 + Strong_Trend,0.857879
SMA_20 + Short_Term_Rebound,0.857879
SMA_20 + Bullish_Align,0.857879
SMA_20 + BIAS_20,0.857879
SMA_20 + BIAS_6,0.857879
SMA_20 + BIAS_Short_Col,0.857879
SMA_20 + Vol_Spike,0.857879
SMA_20 + Vol_Ratio,0.857879
SMA_20 + Vol_MA6,0.857879
SMA_20 + ADX_5,0.857879
SMA_20 + ADX,0.857879
SMA + LendingRepayVolK,0.857879
SMA + LendingTotalVolK,0.857879
SMA + DirSupHoldPercent,0.857879
BOLL + ForeignHoldPercent,0.857879
BOLL + Foreign_Hold_Increasing,0.857879
BOLL + Foreign_Consecutive_BuyDays,0.857879
BOLL + Foreign_LayoutScore,0.857879
BOLL + TotalSellVolK,0.857879
BOLL + TotalDiffVolK,0.857879
BOLL + TotalBuyVolK,0.857879
BOLL + InvestmentTrustSellVolK,0.857879
BOLL + InvestmentTrustDiffVolK,0.857879
BOLL + InvestmentTrustBuyVolK,0.857879
BOLL + ForeignSellVolK,0.857879
BOLL + ForeignDiffVolK,0.857879
BOLL + MA200,0.857879
BOLL + ForeignBuyVolK,0.857879
BOLL + DealerSellVolK,0.857879
BOLL + DealerDiffVolK,0.857879
BOLL + DealerBuyVolK,0.857879
BOLL + ChangePercent,0.857879
BOLL + ATR_20,0.857879
BOLL + MA_60,0.857879
BOLL + V_MA20,0.857879
BOLL + Bias_Ratio,0.857879
BOLL + MA20,0.857879
BOLL + DayTradingVolK,0.857879
BOLL + ShortFinancingPercent,0.857879
BOLL + FinancingBuyVolK,0.857879
BOLL + FinancingSellVolK,0.857879
BOLL + BIAS_Accel,0.857879
BOLL + TradeVolumeRate,0.857879
BOLL + TotalOversellVolK,0.857879
BOLL + TotalOverbuyVolK,0.857879
BOLL + TotalDifferenceVolK,0.857879
BOLL + MainHoldPercent,0.857879
BOLL + MainHolderCount,0.857879
BOLL + DirSupHoldPercent,0.857879
BOLL + LendingTotalVolK,0.857879
BOLL + LendingRepayVolK,0.857879
BOLL + LendingSellVolK,0.857879
BOLL + ShortUsageRatio,0.857879
BOLL + ShortLimitVolK,0.857879
BOLL + ShortTotalVolK,0.857879
BOLL + ShortRepayVolK,0.857879
BOLL + ShortSellVolK,0.857879
BOLL + ShortBuyVolK,0.857879
BOLL + FinancingUsageRatio,0.857879
BOLL + FinancingLimitVolK,0.857879
BOLL + FinancingTotalVolK,0.857879
BOLL + FinancingPaybackVolK,0.857879
BOLL + High_120,0.857879
BOLL + DMA_Momentum_Up,0.857879
SMA + MainHolderCount,0.857879
SMA_20 + TotalDifferenceVolK,0.857879
BOLL + KDJ_J,0.857879
BOLL + KDJ_D,0.857879
BOLL + KDJ_K,0.857879
SMA + ShortUsageRatio,0.857879
BOLL + Williams,0.857879
SMA_20 + BB_Pos,0.857879
SMA_20 + BIAS_Accel,0.857879
SMA_20 + TradeVolumeRate,0.857879
SMA_20 + TotalOversellVolK,0.857879
SMA_20 + TotalOverbuyVolK,0.857879
SMA_20 + MainHoldPercent,0.857879
BOLL + DMA_Diff,0.857879
SMA_20 + MainHolderCount,0.857879
SMA_20 + DirSupHoldPercent,0.857879
SMA_20 + LendingTotalVolK,0.857879
SMA + BB_Pos,0.857879
SMA + BIAS_Accel,0.857879
SMA + TradeVolumeRate,0.857879
SMA + TotalOversellVolK,0.857879
SMA + TotalOverbuyVolK,0.857879
SMA + TotalDifferenceVolK,0.857879
SMA + MainHoldPercent,0.857879
BOLL + OBV,0.857879
BOLL + OBV_MA,0.857879
BOLL + CCI,0.857879
BOLL + +DI,0.857879
BOLL + DMA_Bullish,0.857879
BOLL + DMA_Death_Cross,0.857879
BOLL + DMA_Golden_Cross,0.857879
BOLL + AMA,0.857879
BOLL + DMA,0.857879
BOLL + MA_Long,0.857879
BOLL + MA_Short,0.857879
BOLL + Golden_Cross,0.857879
BOLL + Bias_Divergence,0.857879
BOLL + Strong_Trend,0.857879
BOLL + Short_Term_Rebound,0.857879
BOLL + Bullish_Align,0.857879
BOLL + BIAS_20,0.857879
BOLL + BIAS_6,0.857879
BOLL + BIAS_Short_Col,0.857879
BOLL + Vol_Spike,0.857879
BOLL + Vol_Ratio,0.857879
BOLL + Vol_MA6,0.857879
BOLL + ADX_5,0.857879
BOLL + ADX,0.857879
BOLL + -DI,0.857879
SMA_20 + MACD_Signal,0.857879
SMA_20 + ForeignHoldPercent,0.857879
SMA_20 + DEA,0.857879
MA_20 + Vol_Spike,0.857879
SMA + Foreign_Consecutive_BuyDays,0.857879
SMA + Foreign_Hold_Increasing,0.857879
SMA + DayTradingVolK,0.857879
SMA + ShortFinancingPercent,0.857879
SMA + FinancingBuyVolK,0.857879
MA_20 + High_120,0.857879
MA_20 + MA200,0.857879
MA_20 + DMA_Momentum_Up,0.857879
MA_20 + DMA_Diff,0.857879
MA_20 + DMA_Bullish,0.857879
MA_20 + DMA_Death_Cross,0.857879
MA_20 + DMA_Golden_Cross,0.857879
MA_20 + AMA,0.857879
MA_20 + DMA,0.857879
MA_20 + MA_Long,0.857879
MA_20 + MA_Short,0.857879
MA_20 + Golden_Cross,0.857879
MA_20 + Bias_Divergence,0.857879
MA_20 + Strong_Trend,0.857879
MA_20 + Short_Term_Rebound,0.857879
MA_20 + Bullish_Align,0.857879
MA_20 + BIAS_20,0.857879
MA_20 + BIAS_6,0.857879
SMA + Foreign_LayoutScore,0.857879
SMA + Foreign_VolumeK,0.857879
SMA + TotalSellVolK,0.857879
SMA + ChangePercent,0.857879
SMA + DMA_Bullish,0.857879
SMA + DMA_Diff,0.857879
SMA + DMA_Momentum_Up,0.857879
SMA + MA200,0.857879
SMA + High_120,0.857879
SMA + MA20,0.857879
SMA + Bias_Ratio,0.857879
SMA + V_MA20,0.857879
SMA + MA_60,0.857879
SMA + ATR_20,0.857879
SMA + DealerBuyVolK,0.857879
SMA + TotalDiffVolK,0.857879
SMA + DealerDiffVolK,0.857879
SMA + DealerSellVolK,0.857879
SMA + ForeignBuyVolK,0.857879
SMA + ForeignDiffVolK,0.857879
SMA + ForeignHoldPercent,0.857879
SMA + ForeignSellVolK,0.857879
SMA + InvestmentTrustBuyVolK,0.857879
SMA + InvestmentTrustDiffVolK,0.857879
SMA + InvestmentTrustSellVolK,0.857879
SMA + TotalBuyVolK,0.857879
MA_20 + BIAS_Short_Col,0.857879
MA_20 + Vol_Ratio,0.857879
SMA_20 + DIF,0.857879
MA_20 + Vol_MA6,0.857879
MA_20 + MACD_Bearish_Strong,0.857879
MA_20 + MACD_Bullish_Strong,0.857879
MA_20 + MACD_Momentum_Down,0.857879
MA_20 + MACD_Momentum_Up,0.857879
MA_20 + MACD_Diff,0.857879
MA_20 + MACD_Bearish_Zone,0.857879
MA_20 + MACD_Bullish_Zone,0.857879
MA_20 + MACD_Death_Cross,0.857879
MA_20 + MACD_Golden_Cross,0.857879
MA_20 + MACD_OSC,0.857879
MA_20 + MACD_Hist,0.857879
MA_20 + MACD_Signal,0.857879
MA_20 + MACD,0.857879
MA_20 + DEA,0.857879
MA_20 + DIF,0.857879
MA_20 + WMA_6,0.857879
MA_20 + SMMA_20,0.857879
MA_20 + KAMA_20,0.857879
MA_20 + DEMA_20,0.857879
MA_20 + HMA_20,0.857879
MA_20 + SMA_20,0.857879
MA_20 + WMA_20,0.857879
MA_20 + EMA_20,0.857879
MA_20 + MACD_Momentum_Ratio,0.857879
MA_20 + RSI,0.857879
MA_20 + SMA,0.857879
SMA + ShortBuyVolK,0.857879
MA_20 + ADX_5,0.857879
MA_20 + ADX,0.857879
MA_20 + -DI,0.857879
MA_20 + +DI,0.857879
MA_20 + CCI,0.857879
SMA + FinancingSellVolK,0.857879
SMA + FinancingPaybackVolK,0.857879
SMA + FinancingTotalVolK,0.857879
SMA + FinancingLimitVolK,0.857879
SMA + FinancingUsageRatio,0.857879
SMA + ShortSellVolK,0.857879
MA_20 + Upper_Band,0.857879
SMA + ShortRepayVolK,0.857879
SMA + ShortTotalVolK,0.857879
MA_20 + OBV_MA,0.857879
MA_20 + OBV,0.857879
MA_20 + KDJ_J,0.857879
MA_20 + KDJ_D,0.857879
MA_20 + KDJ_K,0.857879
MA_20 + Williams,0.857879
MA_20 + BOLL,0.857879
MA_20 + Lower_Band,0.857879
SMA + DMA_Death_Cross,0.857879
BOLL + BB_Pos,0.857879
MA_20 + MA20,0.857879
SMA + Golden_Cross,0.857879
SMA + Strong_Trend,0.857879
MA_20 + Bias_Ratio,0.857879
MA_20 + V_MA20,0.857879
MA_20 + MA_60,0.857879
MA_20 + ATR_20,0.857879
MA_20 + ChangePercent,0.857879
MA_20 + DealerBuyVolK,0.857879
MA_20 + DealerDiffVolK,0.857879
MA_20 + DealerSellVolK,0.857879
MA_20 + ForeignBuyVolK,0.857879
MA_20 + ForeignDiffVolK,0.857879
MA_20 + ForeignSellVolK,0.857879
MA_20 + InvestmentTrustBuyVolK,0.857879
MA_20 + InvestmentTrustDiffVolK,0.857879
MA_20 + InvestmentTrustSellVolK,0.857879
SMA + Bias_Divergence,0.857879
SMA + MA_Short,0.857879
MA_20 + TotalDiffVolK,0.857879
SMA + MA_Long,0.857879
SMA + DMA_Golden_Cross,0.857879
SMA + AMA,0.857879
SMA + Short_Term_Rebound,0.857879
SMA + Bullish_Align,0.857879
SMA + BIAS_20,0.857879
SMA + BIAS_6,0.857879
SMA + BIAS_Short_Col,0.857879
SMA + Vol_Spike,0.857879
SMA + Vol_Ratio,0.857879
SMA + Vol_MA6,0.857879
SMA + ADX_5,0.857879
SMA + ADX,0.857879
SMA + -DI,0.857879
SMA + +DI,0.857879
SMA + DMA,0.857879
MA_20 + TotalBuyVolK,0.857879
MA_20 + ForeignHoldPercent,0.857879
MA_20 + TotalSellVolK,0.857879
MA_20 + TotalOverbuyVolK,0.857879
MA_20 + ShortUsageRatio,0.857879
MA_20 + Foreign_VolumeK,0.857879
MA_20 + LendingRepayVolK,0.857879
MA_20 + LendingTotalVolK,0.857879
MA_20 + DirSupHoldPercent,0.857879
MA_20 + MainHolderCount,0.857879
MA_20 + MainHoldPercent,0.857879
MA_20 + TotalDifferenceVolK,0.857879
MA_20 + TotalOversellVolK,0.857879
MA_20 + ShortTotalVolK,0.857879
MA_20 + TradeVolumeRate,0.857879
MA_20 + BIAS_Accel,0.857879
MA_20 + BB_Pos,0.857879
SMA_20 + HMA_20,0.857879
SMA_20 + DEMA_20,0.857879
SMA_20 + KAMA_20,0.857879
SMA_20 + SMMA_20,0.857879
SMA_20 + WMA_6,0.857879
MA_20 + ShortLimitVolK,0.857879
MA_20 + LendingSellVolK,0.857879
MA_20 + ShortFinancingPercent,0.857879
MA_20 + FinancingLimitVolK,0.857879
MA_20 + Foreign_Consecutive_BuyDays,0.857879
MA_20 + Foreign_Hold_Increasing,0.857879
MA_20 + DayTradingVolK,0.857879
MA_20 + FinancingBuyVolK,0.857879
MA_20 + FinancingSellVolK,0.857879
MA_20 + FinancingPaybackVolK,0.857879
MA_20 + FinancingTotalVolK,0.857879
MA_20 + FinancingUsageRatio,0.857879
MA_20 + ShortBuyVolK,0.857879
MA_20 + ShortSellVolK,0.857879
MA_20 + ShortRepayVolK,0.857879
MA_20 + Foreign_LayoutScore,0.857879
InvestmentTrustDiffVolK + InvestmentTrustSellVolK,0.85474
InvestmentTrustDiffVolK + FinancingLimitVolK,0.85474
InvestmentTrustDiffVolK + FinancingUsageRatio,0.85474
InvestmentTrustDiffVolK + LendingTotalVolK,0.85474
InvestmentTrustDiffVolK + DirSupHoldPercent,0.85474
InvestmentTrustDiffVolK + MainHolderCount,0.85474
InvestmentTrustDiffVolK + LendingRepayVolK,0.85474
InvestmentTrustDiffVolK + TotalBuyVolK,0.85474
InvestmentTrustDiffVolK + TotalDifferenceVolK,0.85474
InvestmentTrustDiffVolK + LendingSellVolK,0.85474
InvestmentTrustDiffVolK + ShortTotalVolK,0.85474
InvestmentTrustDiffVolK + ShortLimitVolK,0.85474
InvestmentTrustDiffVolK + ShortUsageRatio,0.85474
InvestmentTrustDiffVolK + MainHoldPercent,0.85474
InvestmentTrustDiffVolK + ShortSellVolK,0.85474
InvestmentTrustDiffVolK + TotalOverbuyVolK,0.85474
InvestmentTrustDiffVolK + DayTradingVolK,0.85474
InvestmentTrustDiffVolK + ShortBuyVolK,0.85474
InvestmentTrustDiffVolK + TotalDiffVolK,0.85474
InvestmentTrustDiffVolK + TotalSellVolK,0.85474
InvestmentTrustDiffVolK + Foreign_VolumeK,0.85474
InvestmentTrustDiffVolK + Foreign_LayoutScore,0.85474
InvestmentTrustDiffVolK + Foreign_Consecutive_BuyDays,0.85474
