eps,price,prev_year,est_price,expansion,eps_yoy,pe,name,gm,om,rev_yoy,date,advice,prev_eps,prev_eps_yoy,symbol,prev_rev_yoy,status
2.18,63.7999992371,2025,82.35000000000001,-22.57,-27.57,11.62112918708561,華宏,N/A,N/A,-5.0,2025-12,⚪ 中性觀察,1.54,-45.77,8240.TWO,-1.21,🌑 雙重衰退
3.92,130.5,2025,133.5,-22.58,-18.72,14.662921348314606,科定,N/A,N/A,3.86,2025-12,⚪ 中性觀察,2.48,-33.88,6655.TW,1.29,📉 獲利侵蝕
-2.15,32.9500007629,2025,-66.3,-22.64,-73.98,0.0,鴻華先進-創,19.82%,-262.93%,-51.34,2025-12,⚪ 數據不足,-1.29,-74.32,2258.TW,-48.42,🌑 雙重衰退
2.0,81.1999969482,2025,76.35,-22.64,-25.66,15.952848123418468,詮欣,N/A,N/A,-3.02,2025-12,❌ 暫避觀望,1.51,-32.58,6205.TW,-0.59,🌑 雙重衰退
6.9,212.0,2025,274.95000000000005,-22.66,-8.99,11.565739225313692,宸曜,N/A,N/A,13.67,2025-12,⚪ 中性觀察,5.79,-0.69,6922.TWO,24.0,📉 獲利侵蝕
3.71,62.0,2025,132.14999999999998,-22.7,-30.65,7.037457434733259,富林-KY,23.43%,12.74%,-7.95,2025-12,⚪ 中性觀察,2.32,-36.61,1341.TW,-5.97,🌑 雙重衰退
2.97,415.5,2025,101.85,-22.75,-18.46,61.19293078055965,全新,37.27%,21.78%,4.29,2025-12,❌ 暫避觀望,1.92,-34.36,2455.TW,-3.9,📉 獲利侵蝕
2.51,126.5,2025,99.45,-22.799999999999997,-49.48,19.079939668174962,全訊,N/A,N/A,-26.68,2025-12,❌ 暫避觀望,1.89,-50.93,5222.TW,-28.87,🌑 雙重衰退
4.2,60.0,2025,156.0,-22.869999999999997,-8.03,5.769230769230769,展�眥篕�,N/A,N/A,14.84,2025-12,⚪ 中性觀察,3.18,2.91,6776.TW,17.25,📉 獲利侵蝕
32.29,932.0,2025,1107.15,-22.950000000000003,41.25,12.627015309578647,兆聯實業,N/A,N/A,64.2,2025-12,⚪ 中性觀察,22.26,39.26,6944.TW,60.19,⚠️ 獲利稀釋
-1.25,54.0,2025,-71.25,-23.010000000000005,-112.33,0.0,新復興,-26.90%,-63.96%,-89.32,2025-12,⚪ 數據不足,-1.46,-117.3,4909.TWO,-89.05,🌑 雙重衰退
1.38,40.3499984741,2025,53.25,-23.129999999999995,-39.91,11.366196753267605,仁寶,5.82%,1.38%,-16.78,2025-12,⚪ 中性觀察,1.06,-42.93,2324.TW,-16.8,🌑 雙重衰退
4.6,78.0,2025,172.35,-23.349999999999998,-19.33,6.788511749347259,漢田生技,37.68%,21.70%,4.02,2025-12,⚪ 中性觀察,3.37,-27.88,1294.TWO,-5.13,📉 獲利侵蝕
2.37,27.2000007629,2025,78.6,-23.369999999999997,-25.47,5.190839840248092,三能-KY,N/A,N/A,-2.1,2025-12,⚪ 中性觀察,1.65,-24.66,6671.TW,-0.04,🌑 雙重衰退
3.73,164.0,2025,137.10000000000002,-23.369999999999997,-18.02,17.943107221006564,凱美,19.39%,7.43%,5.35,2025-12,❌ 暫避觀望,2.77,-20.4,2375.TW,5.21,📉 獲利侵蝕
-3.68,21.0,2025,-149.25000000000003,-23.5,-24.32,0.0,永邑-KY,8.14%,-46.94%,-0.82,2025-12,⚪ 數據不足,-3.2,-25.49,2939.TW,17.04,🌑 雙重衰退
11.11,0.0,2025,0.0,-23.520000000000003,29.9,0.0,東方風能,N/A,N/A,53.42,2025-12,⚪ 數據不足,9.06,49.5,7786.TW,57.65,⚠️ 獲利稀釋
5.48,185.0,2025,194.25,-23.59,-12.04,14.285714285714286,台星科,25.97%,19.26%,11.55,2025-12,⚪ 中性觀察,3.73,-20.3,3265.TWO,10.78,📉 獲利侵蝕
-0.43,14.4499998093,2025,-7.800000000000001,-23.590000000000003,-112.91,0.0,聯上,37.85%,-47.25%,-89.32,2025-12,⚪ 數據不足,-0.16,-105.26,4113.TWO,-87.01,🌑 雙重衰退
6.85,69.9000015259,2025,241.05,-23.640000000000004,-51.27,4.349720070062228,海悅,34.04%,22.47%,-27.63,2025-12,⚪ 中性觀察,3.61,-70.84,2348.TW,-24.42,🌑 雙重衰退
1.22,52.0,2025,50.099999999999994,-23.669999999999998,15.09,15.568862275449103,港建*,40.97%,11.18%,38.76,2025-12,❌ 暫避觀望,1.04,100.0,3093.TWO,87.79,⚠️ 獲利稀釋
2.85,32.5,2025,103.49999999999999,-23.72,-23.39,4.710144927536232,三芳,31.96%,13.66%,0.33,2025-12,⚪ 中性觀察,2.01,-27.17,1307.TW,0.47,📉 獲利侵蝕
0.57,33.4500007629,2025,24.0,-23.81,-29.63,20.906250476812495,協禧,30.11%,7.94%,-5.82,2025-12,❌ 暫避觀望,0.53,10.42,3071.TWO,-8.68,🌑 雙重衰退
2.19,43.75,2025,68.85,-23.91,1.86,9.531590413943356,光菱,N/A,N/A,25.77,2025-12,⚪ 中性觀察,1.45,-11.59,8032.TWO,20.85,⚠️ 獲利稀釋
-2.68,56.9000015259,2025,-69.75,-23.93,-28.85,0.0,華廣,39.56%,-24.14%,-4.92,2025-12,⚪ 數據不足,-1.31,16.13,4737.TW,-1.39,🌑 雙重衰退
3.08,81.0,2025,115.80000000000001,-24.110000000000003,-25.6,10.492227979274611,宏正,N/A,N/A,-1.49,2025-12,⚪ 中性觀察,2.29,-15.81,6277.TW,-2.96,🌑 雙重衰退
2.32,0.0,2025,0.0,-24.21,-34.28,0.0,弘煜科,N/A,N/A,-10.07,2025-12,⚪ 數據不足,1.59,-21.29,6482.TWO,0.15,🌑 雙重衰退
12.75,1315.0,2025,433.79999999999995,-24.229999999999997,-14.04,45.47026279391425,均華,N/A,N/A,10.19,2025-12,❌ 暫避觀望,9.4,0.87,6640.TWO,26.61,📉 獲利侵蝕
1.01,32.0,2025,1.0499999999999998,-24.230000000000004,-68.84,457.14285714285717,南港,20.96%,4.39%,-44.61,2025-12,❌ 暫避觀望,-0.37,-111.11,2101.TW,-49.07,🔄 轉虧為盈
4.6,64.4000015259,2025,169.64999999999998,-24.36,-30.72,5.694076173819629,億光,30.24%,9.23%,-6.36,2025-12,⚪ 中性觀察,3.34,-29.98,2393.TW,-6.27,🌑 雙重衰退
2.87,38.0999984741,2025,141.45000000000002,-24.36,-39.39,4.040296762895015,奕力-KY,N/A,N/A,-15.03,2025-12,⚪ 中性觀察,2.6,-35.9,6962.TW,-16.15,🌑 雙重衰退
1.65,39.0,2025,65.4,-24.54,-21.15,8.944954128440367,大亞,13.61%,8.70%,3.39,2025-12,⚪ 中性觀察,1.62,-11.48,1609.TW,3.44,📉 獲利侵蝕
4.38,89.8000030518,2025,152.25,-24.549999999999997,-28.08,8.84729094106404,立端,N/A,N/A,-3.53,2025-12,⚪ 中性觀察,2.89,-32.55,6245.TWO,-3.19,🌑 雙重衰退
1.88,26.6499996185,2025,53.7,-24.57,1.06,7.444133971648045,倚天酷��-創,14.91%,7.25%,25.63,2025-12,⚪ 中性觀察,0.96,-15.52,2432.TW,23.4,⚠️ 獲利稀釋
4.34,140.0,2025,160.79999999999998,-24.58,-2.92,13.059701492537314,鴻呈,N/A,N/A,21.66,2025-12,⚪ 中性觀察,3.41,32.81,6913.TWO,29.26,📉 獲利侵蝕
7.54,132.0,2025,233.55,-24.800000000000004,17.08,8.477842003853564,茂綸,N/A,N/A,41.88,2025-12,⚪ 中性觀察,4.69,12.47,6227.TWO,49.53,⚠️ 獲利稀釋
19.45,372.5,2025,714.6,-24.99,25.55,7.819059613769941,廣達,6.33%,3.76%,50.54,2025-12,⚪ 中性觀察,13.7,20.44,2382.TW,49.49,⚠️ 獲利稀釋
1.16,45.5999984741,2025,49.05,-25.04,-21.62,13.944953661804282,晉倫,N/A,N/A,3.42,2025-12,⚪ 中性觀察,1.06,-10.17,6151.TWO,2.96,📉 獲利侵蝕
0.91,180.5,2025,26.1,-25.05,-15.24,103.73563218390805,直得,38.83%,9.16%,9.81,2025-12,❌ 暫避觀望,0.5,-36.36,1597.TW,2.59,📉 獲利侵蝕
2.42,78.6999969482,2025,92.55000000000001,-25.14,-18.15,12.755266928395459,東元,23.29%,6.47%,6.99,2025-12,⚪ 中性觀察,1.98,-17.76,1504.TW,4.91,📉 獲利侵蝕
6.46,99.4000015259,2025,194.55,-25.31,-10.28,7.663839747563608,振曜,N/A,N/A,15.03,2025-12,⚪ 中性觀察,3.72,-24.7,6143.TWO,15.7,📉 獲利侵蝕
6.5,82.4000015259,2025,217.79999999999998,-25.45,24.8,5.674931234566116,達欣工,12.33%,8.34%,50.25,2025-12,⚪ 中性觀察,4.37,25.0,2535.TW,47.68,⚠️ 獲利稀釋
3.99,64.3000030518,2025,158.39999999999998,-25.5,-33.62,6.089015440511365,IKKA-KY,16.71%,2.64%,-8.12,2025-12,⚪ 中性觀察,3.19,-40.86,2250.TW,-5.59,🌑 雙重衰退
2.65,83.9000015259,2025,110.1,-25.520000000000003,-48.92,11.430517919059945,中碳,17.58%,7.03%,-23.4,2025-12,⚪ 中性觀察,2.14,-48.53,1723.TW,-22.96,🌑 雙重衰退
9.07,1045.0,2025,284.1,-25.940000000000005,38.43,55.174234424498415,高力,N/A,N/A,64.37,2025-12,❌ 暫避觀望,5.62,1.46,8996.TW,42.57,⚠️ 獲利稀釋
18.24,285.0,2025,719.0999999999999,-25.96,-34.08,5.944931163954944,瑞鼎,29.04%,5.17%,-8.12,2025-12,⚪ 中性觀察,14.09,-36.42,3592.TW,-8.48,🌑 雙重衰退
10.2,254.5,2025,398.25000000000006,-26.12,-52.93,9.58568738229755,上品,28.63%,14.44%,-26.81,2025-12,⚪ 中性觀察,8.4,-48.81,4770.TW,-24.07,🌑 雙重衰退
3.32,136.5,2025,124.95,-26.18,-29.66,16.386554621848738,桓達,54.86%,13.53%,-3.48,2025-12,❌ 暫避觀望,2.43,-27.89,4549.TWO,-0.17,🏰 高護城河
0.28,14.0,2025,16.5,-26.189999999999998,-57.58,12.727272727272727,憶聲,24.73%,-2.71%,-31.39,2025-12,⚪ 中性觀察,0.33,65.0,3024.TW,25.83,🌑 雙重衰退
2.39,32.0499992371,2025,51.75,-26.259999999999998,-26.77,9.289854851333335,精星,N/A,N/A,-0.51,2025-12,⚪ 中性觀察,0.96,-46.02,8183.TWO,6.74,🌑 雙重衰退
1.33,28.2000007629,2025,47.7,-26.36,-30.16,8.867924768207546,佳格,23.19%,4.10%,-3.8,2025-12,⚪ 中性觀察,0.94,-32.61,1227.TW,-2.17,🌑 雙重衰退
1.86,55.2000007629,2025,60.6,-26.47,-13.89,13.663366525470297,全漢,17.44%,-0.45%,12.58,2025-12,⚪ 中性觀察,1.58,-21.39,3015.TW,17.03,📉 獲利侵蝕
9.93,229.5,2025,361.5,-26.58,0.71,9.522821576763485,華懋,N/A,N/A,27.29,2025-12,⚪ 中性觀察,6.88,2.53,5292.TW,37.75,⚠️ 獲利稀釋
15.5,632.0,2025,689.6999999999999,-26.729999999999997,-38.69,13.745106568073076,營邦,29.12%,0.48%,-11.96,2025-12,⚪ 中性觀察,13.32,-36.05,3693.TWO,-5.96,🌑 雙重衰退
1.94,113.0,2025,70.8,-26.800000000000004,-61.35,23.940677966101696,友威科,63.82%,13.96%,-34.55,2025-12,❌ 暫避觀望,1.46,-66.67,3580.TWO,-37.28,🏰 高護城河
6.32,141.5,2025,227.1,-26.86,-22.95,9.346103038309115,全宇昕,N/A,N/A,3.91,2025-12,⚪ 中性觀察,4.35,-27.55,6651.TWO,9.61,📉 獲利侵蝕
1.53,22.0499992371,2025,60.300000000000004,-26.96,6.99,5.485074437089551,三商電,16.95%,3.22%,33.95,2025-12,⚪ 中性觀察,1.11,8.91,2427.TW,18.73,⚠️ 獲利稀釋
28.13,4655.0,2025,1016.8499999999999,-27.08,9.24,68.66794512464966,創意,19.04%,10.13%,36.32,2025-12,❌ 暫避觀望,19.48,0.26,3443.TW,14.3,⚠️ 獲利稀釋
10.74,119.0,2025,360.5999999999999,-27.14,-15.51,4.950083194675542,胡連,N/A,N/A,11.63,2025-12,⚪ 中性觀察,6.27,-32.23,6279.TWO,13.16,📉 獲利侵蝕
13.99,870.0,2025,463.50000000000006,-27.19,-6.3,28.15533980582524,華城,42.20%,19.22%,20.89,2025-12,❌ 暫避觀望,8.68,-8.44,1519.TW,25.2,📉 獲利侵蝕
-7.62,169.5,2025,-356.70000000000005,-27.29,-35.83,0.0,碩禾,10.51%,-1.93%,-8.54,2025-12,⚪ 數據不足,-8.15,-436.18,3691.TWO,-33.93,🌑 雙重衰退
1.84,69.8000030518,2025,97.64999999999999,-27.39,-42.86,10.721966674623657,巨大,N/A,N/A,-15.47,2025-12,⚪ 中性觀察,2.31,-58.3,9921.TW,-16.86,🌑 雙重衰退
70.17,2675.0,2025,2474.55,-27.490000000000002,-15.21,16.21506940655877,嘉澤,51.54%,29.92%,12.28,2025-12,❌ 暫避觀望,47.64,-16.1,3533.TW,12.55,🏰 高護城河
6.77,87.0,2025,288.90000000000003,-27.52,-17.06,4.517133956386292,志強-KY,N/A,N/A,10.46,2025-12,⚪ 中性觀察,5.32,-8.3,6768.TW,16.51,📉 獲利侵蝕
2.76,87.8000030518,2025,50.4,-27.71,-5.15,26.13095328922619,台聯電,25.49%,0.20%,22.56,2025-12,❌ 暫避觀望,1.78,-10.55,4905.TWO,23.69,📉 獲利侵蝕
0.31,71.5,2025,8.700000000000001,-27.759999999999998,-17.95,123.27586206896551,邑昇,N/A,N/A,9.81,2025-12,❌ 暫避觀望,0.24,-24.24,5291.TWO,9.23,📉 獲利侵蝕
-1.01,12.1499996185,2025,-35.699999999999996,-27.87,-17.44,0.0,福華,N/A,N/A,10.43,2025-12,⚪ 數據不足,-0.39,40.0,8085.TWO,7.62,📉 獲利侵蝕
4.74,416.0,2025,144.9,-27.87,-22.96,43.064182194616976,華新科,18.27%,6.37%,4.91,2025-12,❌ 暫避觀望,2.95,-30.82,2492.TW,4.98,📉 獲利侵蝕
-1.93,40.2999992371,2025,-61.49999999999999,-27.950000000000003,-3.35,0.0,中揚光,N/A,N/A,24.6,2025-12,⚪ 數據不足,-1.11,11.02,6668.TW,17.0,📉 獲利侵蝕
3.63,70.0,2025,126.15,-27.96,-9.05,8.323424494649228,訊連,N/A,N/A,18.91,2025-12,⚪ 中性觀察,2.58,-10.73,5203.TW,16.83,📉 獲利侵蝕
1.0,28.5499992371,2025,29.550000000000004,-28.09,-5.94,14.492385399543146,承業醫,31.61%,15.00%,22.15,2025-12,⚪ 中性觀察,0.64,-18.92,4164.TW,23.64,📉 獲利侵蝕
4.58,36.9500007629,2025,165.45000000000002,-28.18,-40.21,3.349954738250226,寶綠特-KY,N/A,N/A,-12.03,2025-12,⚪ 中性觀察,2.54,0.0,6887.TW,-2.88,🌑 雙重衰退
0.09,35.9000015259,2025,-65.1,-28.209999999999994,-98.58,0.0,欣巴巴,N/A,N/A,-70.37,2025-12,⚪ 數據不足,-1.99,-155.28,9906.TW,-85.68,🔄 轉虧為盈
5.39,44.7000007629,2025,219.74999999999997,-28.340000000000003,-72.4,3.051194591324232,華友聯,52.84%,-23.97%,-44.06,2025-12,⚪ 中性觀察,6.01,-67.23,1436.TW,-39.72,🏰 高護城河
6.7,355.0,2025,255.6,-28.379999999999995,-38.87,20.833333333333336,宇隆,30.63%,10.84%,-10.49,2025-12,❌ 暫避觀望,5.02,-41.63,2233.TW,-9.39,🌑 雙重衰退
4.36,0.0,2025,0.0,-28.64,-15.98,0.0,鉅祥,32.99%,19.39%,12.66,2025-12,⚪ 數據不足,2.72,-30.26,2476.TW,10.54,📉 獲利侵蝕
6.04,153.5,2025,195.6,-28.85,-27.14,11.771472392638037,智伸科,23.25%,11.86%,1.71,2025-12,⚪ 中性觀察,3.64,-23.04,4551.TW,1.19,📉 獲利侵蝕
0.71,13.6999998093,2025,19.499999999999996,-28.85,-49.63,10.538461391769232,三商,15.31%,0.88%,-20.78,2025-12,⚪ 中性觀察,0.53,-66.44,2905.TW,-7.06,🌑 雙重衰退
2.13,25.6499996185,2025,0.0,-29.259999999999998,-30.88,0.0,光速火箭,N/A,N/A,-1.62,2025-12,⚪ 數據不足,1.48,-8.07,7782.TWO,2.13,🌑 雙重衰退
1.23,23.0,2025,40.05,-29.520000000000003,-32.77,8.614232209737828,聿新科,30.16%,10.81%,-3.25,2025-12,⚪ 中性觀察,0.78,-39.02,4161.TWO,-5.67,🌑 雙重衰退
3.01,91.5999984741,2025,111.14999999999999,-29.700000000000003,-10.42,12.36167320838057,美琪瑪,25.58%,18.00%,19.28,2025-12,⚪ 中性觀察,2.1,-20.75,4721.TWO,25.22,📉 獲利侵蝕
2.17,39.4000015259,2025,76.20000000000002,-29.91,-30.67,7.755905812185039,雲品,37.08%,16.89%,-0.76,2025-12,⚪ 中性觀察,1.11,-42.78,2748.TW,-0.81,🌑 雙重衰退
6.32,186.0,2025,239.70000000000002,-30.02,-23.11,11.639549436795996,朋程,N/A,N/A,6.91,2025-12,⚪ 中性觀察,4.64,-28.62,8255.TWO,10.7,📉 獲利侵蝕
0.72,53.0999984741,2025,25.65,-30.200000000000003,-32.71,31.052630686608186,松翰,N/A,N/A,-2.51,2025-12,❌ 暫避觀望,0.5,-41.86,5471.TW,-1.99,🌑 雙重衰退
5.2,106.0,2025,186.15,-30.32,-37.65,8.541498791297341,群電,N/A,N/A,-7.33,2025-12,⚪ 中性觀察,4.03,-34.89,6412.TW,-2.55,🌑 雙重衰退
1.3,18.7999992371,2025,52.8,-30.38,-46.94,5.340908874176137,台通,N/A,N/A,-16.56,2025-12,⚪ 中性觀察,1.0,26.58,8011.TW,-22.22,🌑 雙重衰退
0.73,13.6000003815,2025,23.7,-30.45,-31.13,8.607595178164557,東隆興,8.57%,1.90%,-0.68,2025-12,⚪ 中性觀察,0.48,-33.33,4401.TWO,0.86,🌑 雙重衰退
0.89,26.0499992371,2025,29.7,-30.939999999999998,-1.11,13.156565271262627,富爾特,N/A,N/A,29.83,2025-12,⚪ 中性觀察,0.95,15.85,6136.TW,26.89,📉 獲利侵蝕
4.36,153.0,2025,165.75,-30.96,-27.93,13.846153846153845,揚博,29.23%,18.00%,3.03,2025-12,⚪ 中性觀察,3.16,-32.04,2493.TW,1.62,📉 獲利侵蝕
2.6,85.0,2025,94.64999999999999,-30.98,-27.37,13.47068145800317,富致,N/A,N/A,3.61,2025-12,⚪ 中性觀察,1.78,-34.8,6642.TWO,6.19,📉 獲利侵蝕
10.15,122.5,2025,184.20000000000002,-31.0,121.88,9.97557003257329,華固,28.22%,24.04%,152.88,2025-12,⚪ 中性觀察,1.82,-63.6,2548.TW,-32.14,⚠️ 獲利稀釋
1.61,43.5,2025,64.05,-31.14,-28.18,10.187353629976581,欣天然,N/A,N/A,2.96,2025-12,⚪ 中性觀察,1.3,-28.09,9918.TW,5.03,📉 獲利侵蝕
8.37,110.5,2025,316.35,-31.299999999999997,-21.56,5.239449976292081,富邦金,42.21%,22.46%,9.74,2025-12,⚪ 中性觀察,6.23,-26.79,2881.TW,-2.69,📉 獲利侵蝕
0.75,53.4000015259,2025,5.3999999999999995,-31.369999999999997,-20.43,148.33333757194447,華電網,N/A,N/A,10.94,2025-12,❌ 暫避觀望,-0.17,-14.29,6163.TWO,9.55,🔄 轉虧為盈
-1.77,18.2999992371,2025,-95.1,-31.460000000000004,18.81,0.0,台船,11.98%,7.19%,50.27,2025-12,⚪ 數據不足,-1.94,-95.96,2208.TW,59.58,⚠️ 獲利稀釋
1.36,31.6499996185,2025,40.5,-31.479999999999997,-11.69,11.722222080925926,驊宏資,N/A,N/A,19.79,2025-12,⚪ 中性觀察,0.72,-40.0,6148.TWO,9.72,📉 獲利侵蝕
5.48,233.5,2025,203.85000000000002,-31.56,-2.02,17.18175128771155,日電貿,17.93%,10.80%,29.54,2025-12,❌ 暫避觀望,4.21,17.53,3090.TW,32.55,📉 獲利侵蝕
2.44,84.6999969482,2025,74.55,-31.68,28.57,17.042252907082496,佳能,21.67%,8.17%,60.25,2025-12,❌ 暫避觀望,1.52,0.0,2374.TW,45.79,⚠️ 獲利稀釋
4.01,71.5,2025,159.9,-31.72,-22.33,6.7073170731707314,大樹,N/A,N/A,9.39,2025-12,⚪ 中性觀察,3.02,-21.61,6469.TWO,10.06,📉 獲利侵蝕
6.8,141.5,2025,236.99999999999997,-31.759999999999998,-15.42,8.955696202531646,微星,11.11%,2.63%,16.34,2025-12,⚪ 中性觀察,4.87,-34.98,2377.TW,17.9,📉 獲利侵蝕
5.89,265.5,2025,194.84999999999997,-31.96,-25.14,20.438799076212472,翔名,N/A,N/A,6.82,2025-12,❌ 暫避觀望,3.96,-28.13,8091.TWO,4.35,📉 獲利侵蝕
0.73,29.8999996185,2025,30.749999999999996,-32.11,-33.64,14.585365667560977,詠昇,N/A,N/A,-1.53,2025-12,⚪ 中性觀察,0.72,-1.37,6418.TWO,-3.81,🌑 雙重衰退
5.64,0.0,2025,0.0,-32.29,-45.5,0.0,鼎基,N/A,N/A,-13.21,2025-12,⚪ 數據不足,3.81,-52.91,6585.TW,-14.46,🌑 雙重衰退
31.68,224.0,2025,1346.4,-32.59,-50.82,2.4955436720142603,長榮,17.92%,9.72%,-18.23,2025-12,⚪ 中性觀察,27.74,-45.0,2603.TW,-15.64,🌑 雙重衰退
1.63,75.0,2025,56.400000000000006,-32.620000000000005,-20.6,19.946808510638295,長科*,N/A,N/A,12.02,2025-12,❌ 暫避觀望,1.12,-24.31,6548.TWO,12.56,📉 獲利侵蝕
1.06,29.2999992371,2025,35.699999999999996,-32.68,-43.32,12.310924049201681,逸昌,34.78%,18.49%,-10.64,2025-12,⚪ 中性觀察,0.69,-52.41,3567.TWO,-13.96,🌑 雙重衰退
0.58,43.5499992371,2025,0.0,-32.800000000000004,-16.92,0.0,能率亞洲,N/A,N/A,15.88,2025-12,⚪ 數據不足,0.35,-31.37,7777.TWO,6.8,📉 獲利侵蝕
-0.39,9.0399999619,2025,-21.900000000000002,-32.82,-39.29,0.0,榮成,12.46%,2.54%,-6.47,2025-12,⚪ 數據不足,-0.54,-440.0,1909.TW,-6.88,🌑 雙重衰退
0.78,22.6499996185,2025,21.000000000000004,-32.96,-30.97,16.178571156071428,大統新創,30.30%,18.03%,1.99,2025-12,❌ 暫避觀望,0.32,-58.44,1470.TW,3.3,📉 獲利侵蝕
5.53,38.2000007629,2025,311.40000000000003,-33.22,-10.52,1.8400771080394986,光明,4.67%,-0.60%,22.7,2025-12,⚪ 中性觀察,5.23,-2.24,4420.TWO,27.84,📉 獲利侵蝕
0.61,9.9399995804,2025,24.750000000000004,-33.39,-35.48,6.024242169939393,王道銀行,91.47%,32.72%,-2.09,2025-12,⚪ 中性觀察,0.53,-24.64,2897.TW,-6.53,🏰 高護城河
1.1,23.7999992371,2025,40.800000000000004,-33.5,-50.0,8.749999719522059,全台,20.87%,0.16%,-16.5,2025-12,⚪ 中性觀察,0.82,-56.0,3038.TW,-15.48,🌑 雙重衰退
1.5,33.0,2025,58.650000000000006,-33.59,-39.27,8.439897698209718,正新,22.84%,6.75%,-5.68,2025-12,⚪ 中性觀察,1.23,-42.25,2105.TW,-4.96,🌑 雙重衰退
4.23,52.5,2025,95.55000000000001,-33.63,-33.17,8.241758241758241,虹堡,N/A,N/A,0.46,2025-12,⚪ 中性觀察,1.56,-65.71,5258.TW,-2.59,📉 獲利侵蝕
9.65,175.0,2025,403.04999999999995,-33.66,-39.94,6.512839598064756,天鈺,N/A,N/A,-6.28,2025-12,⚪ 中性觀察,8.08,-34.04,4961.TW,-0.32,🌑 雙重衰退
1.96,90.0999984741,2025,85.65,-33.82,-59.0,15.779334233642732,傳奇,N/A,N/A,-25.18,2025-12,❌ 暫避觀望,1.71,-53.91,4994.TW,-27.43,🌑 雙重衰退
3.16,167.5,2025,124.95,-33.95,-4.59,20.108043217286916,昇貿,13.39%,3.80%,29.36,2025-12,❌ 暫避觀望,2.57,-8.59,3305.TW,30.27,📉 獲利侵蝕
3.14,157.0,2025,76.64999999999999,-34.27,-1.88,30.72407045009785,光洋科,16.83%,11.95%,32.39,2025-12,❌ 暫避觀望,1.27,-40.28,1785.TWO,30.97,📉 獲利侵蝕
0.98,47.0,2025,46.349999999999994,-34.28,-41.32,15.210355987055017,台南-KY,N/A,N/A,-7.04,2025-12,❌ 暫避觀望,0.78,-39.53,5906.TW,-10.26,🌑 雙重衰退
2.19,104.5,2025,60.6,-34.349999999999994,-49.65,25.866336633663366,應廣,N/A,N/A,-15.3,2025-12,❌ 暫避觀望,1.19,-69.69,6716.TWO,-16.58,🌑 雙重衰退
0.71,37.25,2025,31.050000000000004,-34.489999999999995,-27.08,17.995169082125603,信音,N/A,N/A,7.41,2025-12,❌ 暫避觀望,0.66,-7.04,6126.TWO,5.58,📉 獲利侵蝕
1.38,32.0,2025,51.150000000000006,-34.51,-36.28,9.384164222873899,台林,N/A,N/A,-1.77,2025-12,⚪ 中性觀察,1.0,-42.53,5353.TWO,-5.73,🌑 雙重衰退
0.74,69.0,2025,19.799999999999997,-34.58,-23.71,52.27272727272728,鈞寶,N/A,N/A,10.87,2025-12,❌ 暫避觀望,0.41,-52.87,6155.TW,11.9,📉 獲利侵蝕
0.5,77.0,2025,13.200000000000001,-34.739999999999995,-21.88,87.49999999999999,天二科技,N/A,N/A,12.86,2025-12,❌ 暫避觀望,0.24,-58.62,6834.TW,17.47,📉 獲利侵蝕
9.43,536.0,2025,277.04999999999995,-34.77,-22.51,29.020032485110992,家登,43.28%,17.47%,12.26,2025-12,❌ 暫避觀望,4.2,-55.93,3680.TWO,0.17,📉 獲利侵蝕
-6.11,16.1499996185,2025,-195.15000000000003,-34.78,-34.29,0.0,台揚,2.93%,-21.07%,0.49,2025-12,⚪ 數據不足,-4.71,-83.27,2314.TW,-21.59,📉 獲利侵蝕
-1.76,13.6499996185,2025,-63.3,-34.9,-39.68,0.0,亞聚,6.52%,2.26%,-4.78,2025-12,⚪ 數據不足,-1.16,-45.0,1308.TW,-3.08,🌑 雙重衰退
14.47,212.0,2025,525.9000000000001,-35.349999999999994,-40.33,6.046776953793496,碩天,51.62%,10.14%,-4.98,2025-12,⚪ 中性觀察,11.6,-32.24,3617.TW,-1.7,🏰 高護城河
3.47,42.4500007629,2025,124.95,-35.78,-55.56,5.09603850695078,精元,13.53%,3.69%,-19.78,2025-12,⚪ 中性觀察,2.56,-51.25,2387.TW,-18.24,🌑 雙重衰退
2.35,23.8500003815,2025,99.3,-35.78,-33.33,3.602719090861027,晉泰,N/A,N/A,2.45,2025-12,⚪ 中性觀察,1.84,-23.33,6221.TWO,19.24,📉 獲利侵蝕
13.77,278.5,2025,507.45,-35.78,39.39,8.232338161395212,信紘科,N/A,N/A,75.17,2025-12,⚪ 中性觀察,9.96,44.29,6667.TWO,80.9,⚠️ 獲利稀釋
15.42,1715.0,2025,513.4499999999999,-35.93,-12.9,50.10224948875256,雍智科技,N/A,N/A,23.03,2025-12,❌ 暫避觀望,10.08,-18.1,6683.TWO,27.1,📉 獲利侵蝕
-0.13,13.9499998093,2025,-5.1000000000000005,-35.97999999999999,-135.14,0.0,三豐,N/A,N/A,-99.16,2025-12,⚪ 數據不足,-0.04,33.33,5514.TWO,0.0,🌑 雙重衰退
2.24,54.7999992371,2025,74.7,-35.98,-35.61,11.004015911064256,科妍,75.32%,19.86%,0.37,2025-12,⚪ 中性觀察,1.38,-45.93,1786.TW,1.13,🏰 高護城河
1.26,38.7000007629,2025,42.900000000000006,-36.01,-31.87,13.53146879821678,宏��,11.56%,2.51%,4.14,2025-12,⚪ 中性觀察,0.9,-34.07,2353.TW,1.31,📉 獲利侵蝕
