om,prev_rev_yoy,date,advice,name,prev_year,prev_eps,pe,prev_eps_yoy,eps_yoy,expansion,symbol,gm,price,rev_yoy,eps,est_price,status
-63.96%,-89.05,2025-12,⚪ 數據不足,新復興,2025,-1.46,0.0,-117.3,-112.33,-23.010000000000005,4909.TWO,-26.90%,48.4000015259,-89.32,-1.25,-71.25,🌑 雙重衰退
1.38%,-16.8,2025-12,⚪ 中性觀察,仁寶,2025,1.06,10.873239006788733,-42.93,-39.91,-23.129999999999995,2324.TW,5.82%,38.5999984741,-16.78,1.38,53.25,🌑 雙重衰退
21.70%,-5.13,2025-12,⚪ 中性觀察,漢田生技,2025,3.37,6.744995648389904,-27.88,-19.33,-23.349999999999998,1294.TWO,37.68%,77.5,4.02,4.6,172.35,📉 獲利侵蝕
N/A,-0.04,2025-12,⚪ 中性觀察,三能-KY,2025,1.65,5.076335950667939,-24.66,-25.47,-23.369999999999997,6671.TW,N/A,26.6000003815,-2.1,2.37,78.6,🌑 雙重衰退
7.43%,5.21,2025-12,❌ 暫避觀望,凱美,2025,2.77,16.411378555798684,-20.4,-18.02,-23.369999999999997,2375.TW,19.39%,150.0,5.35,3.73,137.10000000000002,📉 獲利侵蝕
-46.94%,17.04,2025-12,⚪ 數據不足,永邑-KY,2025,-3.2,0.0,-25.49,-24.32,-23.5,2939.TW,8.14%,22.0,-0.82,-3.68,-149.25000000000003,🌑 雙重衰退
N/A,57.65,2025-12,⚪ 數據不足,東方風能,2025,9.06,0.0,49.5,29.9,-23.520000000000003,7786.TW,N/A,120.0,53.42,11.11,0.0,⚠️ 獲利稀釋
19.26%,10.78,2025-12,⚪ 中性觀察,台星科,2025,3.73,13.281853281853282,-20.3,-12.04,-23.59,3265.TWO,25.97%,172.0,11.55,5.48,194.25,📉 獲利侵蝕
-47.25%,-87.01,2025-12,⚪ 數據不足,聯上,2025,-0.16,0.0,-105.26,-112.91,-23.590000000000003,4113.TWO,37.85%,15.0,-89.32,-0.43,-7.800000000000001,🌑 雙重衰退
22.47%,-24.42,2025-12,⚪ 中性觀察,海悅,2025,3.61,4.411947823640324,-70.84,-51.27,-23.640000000000004,2348.TW,34.04%,70.9000015259,-27.63,6.85,241.05,🌑 雙重衰退
11.18%,87.79,2025-12,❌ 暫避觀望,港建*,2025,1.04,19.76047904191617,100.0,15.09,-23.669999999999998,3093.TWO,40.97%,66.0,38.76,1.22,50.099999999999994,⚠️ 獲利稀釋
13.66%,0.47,2025-12,⚪ 中性觀察,三芳,2025,2.01,5.007246266246377,-27.17,-23.39,-23.72,1307.TW,31.96%,34.5499992371,0.33,2.85,103.49999999999999,📉 獲利侵蝕
7.94%,-8.68,2025-12,❌ 暫避觀望,協禧,2025,0.53,19.906250238437497,10.42,-29.63,-23.81,3071.TWO,30.11%,31.8500003815,-5.82,0.57,24.0,🌑 雙重衰退
N/A,20.85,2025-12,⚪ 中性觀察,光菱,2025,1.45,9.368191721132899,-11.59,1.86,-23.91,8032.TWO,N/A,43.0,25.77,2.19,68.85,⚠️ 獲利稀釋
-24.14%,-1.39,2025-12,⚪ 數據不足,華廣,2025,-1.31,0.0,16.13,-28.85,-23.93,4737.TW,39.56%,53.7000007629,-4.92,-2.68,-69.75,🌑 雙重衰退
N/A,-2.96,2025-12,⚪ 中性觀察,宏正,2025,2.29,9.779792746113989,-15.81,-25.6,-24.110000000000003,6277.TW,N/A,75.5,-1.49,3.08,115.80000000000001,🌑 雙重衰退
N/A,0.15,2025-12,⚪ 中性觀察,弘煜科,2025,1.59,4.760330452413222,-21.29,-34.28,-24.21,6482.TWO,N/A,28.7999992371,-10.07,2.32,90.75000000000001,🌑 雙重衰退
N/A,26.61,2025-12,❌ 暫避觀望,均華,2025,9.4,39.76486860304288,0.87,-14.04,-24.229999999999997,6640.TWO,N/A,1150.0,10.19,12.75,433.79999999999995,📉 獲利侵蝕
4.39%,-49.07,2025-12,❌ 暫避觀望,南港,2025,-0.37,451.42857687857145,-111.11,-68.84,-24.230000000000004,2101.TW,20.96%,31.6000003815,-44.61,1.01,1.0499999999999998,🔄 轉虧為盈
9.23%,-6.27,2025-12,⚪ 中性觀察,億光,2025,3.34,5.826702168514589,-29.98,-30.72,-24.36,2393.TW,30.24%,65.9000015259,-6.36,4.6,169.64999999999998,🌑 雙重衰退
N/A,-16.15,2025-12,⚪ 中性觀察,奕力-KY,2025,2.6,3.56309633871686,-35.9,-39.39,-24.36,6962.TW,N/A,33.5999984741,-15.03,2.87,141.45000000000002,🌑 雙重衰退
8.70%,3.44,2025-12,⚪ 中性觀察,大亞,2025,1.62,8.474770817178898,-11.48,-21.15,-24.54,1609.TW,13.61%,36.9500007629,3.39,1.65,65.4,📉 獲利侵蝕
N/A,-3.19,2025-12,⚪ 中性觀察,立端,2025,2.89,8.344827285536946,-32.55,-28.08,-24.549999999999997,6245.TWO,N/A,84.6999969482,-3.53,4.38,152.25,🌑 雙重衰退
7.25%,23.4,2025-12,⚪ 中性觀察,倚天酷��-創,2025,0.96,7.751396648044692,-15.52,1.06,-24.57,2432.TW,14.91%,27.75,25.63,1.88,53.7,⚠️ 獲利稀釋
N/A,29.26,2025-12,⚪ 中性觀察,鴻呈,2025,3.41,12.126865671641792,32.81,-2.92,-24.58,6913.TWO,N/A,130.0,21.66,4.34,160.79999999999998,📉 獲利侵蝕
N/A,49.53,2025-12,⚪ 中性觀察,茂綸,2025,4.69,8.124598587026332,12.47,17.08,-24.800000000000004,6227.TWO,N/A,126.5,41.88,7.54,233.55,⚠️ 獲利稀釋
3.76%,49.49,2025-12,⚪ 中性觀察,廣達,2025,13.7,7.903022670025189,20.44,25.55,-24.99,2382.TW,6.33%,376.5,50.54,19.45,714.6,⚠️ 獲利稀釋
N/A,2.96,2025-12,⚪ 中性觀察,晉倫,2025,1.06,13.088684781987771,-10.17,-21.62,-25.04,6151.TWO,N/A,42.7999992371,3.42,1.16,49.05,📉 獲利侵蝕
9.16%,2.59,2025-12,❌ 暫避觀望,直得,2025,0.5,89.36781609195403,-36.36,-15.24,-25.05,1597.TW,38.83%,155.5,9.81,0.91,26.1,📉 獲利侵蝕
6.47%,4.91,2025-12,⚪ 中性觀察,東元,2025,1.98,11.604537840210696,-17.76,-18.15,-25.14,1504.TW,23.29%,71.5999984741,6.99,2.42,92.55000000000001,📉 獲利侵蝕
N/A,15.7,2025-12,⚪ 中性觀察,振曜,2025,3.72,7.093292212798766,-24.7,-10.28,-25.31,6143.TWO,N/A,92.0,15.03,6.46,194.55,📉 獲利侵蝕
8.34%,47.68,2025-12,⚪ 中性觀察,達欣工,2025,4.37,5.895316699318182,25.0,24.8,-25.45,2535.TW,12.33%,85.5999984741,50.25,6.5,217.79999999999998,⚠️ 獲利稀釋
2.64%,-5.59,2025-12,⚪ 中性觀察,IKKA-KY,2025,3.19,5.804924170179925,-40.86,-33.62,-25.5,2250.TW,16.71%,61.2999992371,-8.12,3.99,158.39999999999998,🌑 雙重衰退
7.03%,-22.96,2025-12,⚪ 中性觀察,中碳,2025,2.14,11.48501403975477,-48.53,-48.92,-25.520000000000003,1723.TW,17.58%,84.3000030518,-23.4,2.65,110.1,🌑 雙重衰退
N/A,42.57,2025-12,❌ 暫避觀望,高力,2025,5.62,63.885955649419216,1.46,38.43,-25.940000000000005,8996.TW,N/A,1210.0,64.37,9.07,284.1,⚠️ 獲利稀釋
5.17%,-8.48,2025-12,⚪ 中性觀察,瑞鼎,2025,14.09,5.319148936170213,-36.42,-34.08,-25.96,3592.TW,29.04%,255.0,-8.12,18.24,719.0999999999999,🌑 雙重衰退
14.44%,-24.07,2025-12,⚪ 中性觀察,上品,2025,8.4,8.493408662900187,-48.81,-52.93,-26.12,4770.TW,28.63%,225.5,-26.81,10.2,398.25000000000006,🌑 雙重衰退
13.53%,-0.17,2025-12,⚪ 中性觀察,桓達,2025,2.43,13.025210084033613,-27.89,-29.66,-26.18,4549.TWO,54.86%,108.5,-3.48,3.32,124.95,🏰 高護城河
-2.71%,25.83,2025-12,⚪ 中性觀察,憶聲,2025,0.33,11.545454372090907,65.0,-57.58,-26.189999999999998,3024.TW,24.73%,12.6999998093,-31.39,0.28,16.5,🌑 雙重衰退
N/A,6.74,2025-12,⚪ 中性觀察,精星,2025,0.96,9.014492864202898,-46.02,-26.77,-26.259999999999998,8183.TWO,N/A,31.1000003815,-0.51,2.39,51.75,🌑 雙重衰退
4.10%,-2.17,2025-12,⚪ 中性觀察,佳格,2025,0.94,8.899370829276728,-32.61,-30.16,-26.36,1227.TW,23.19%,28.2999992371,-3.8,1.33,47.7,🌑 雙重衰退
-0.45%,17.03,2025-12,❌ 暫避觀望,全漢,2025,1.58,15.371286751014852,-21.39,-13.89,-26.47,3015.TW,17.44%,62.0999984741,12.58,1.86,60.6,📉 獲利侵蝕
N/A,37.75,2025-12,⚪ 中性觀察,華懋,2025,6.88,8.692946058091286,2.53,0.71,-26.58,5292.TW,N/A,209.5,27.29,9.93,361.5,⚠️ 獲利稀釋
0.48%,-5.96,2025-12,⚪ 中性觀察,營邦,2025,13.32,12.266202696824708,-36.05,-38.69,-26.729999999999997,3693.TWO,29.12%,564.0,-11.96,15.5,689.6999999999999,🌑 雙重衰退
13.96%,-37.28,2025-12,❌ 暫避觀望,友威科,2025,1.46,21.10169459197034,-66.67,-61.35,-26.800000000000004,3580.TWO,63.82%,99.5999984741,-34.55,1.94,70.8,🏰 高護城河
N/A,9.61,2025-12,⚪ 中性觀察,全宇昕,2025,4.35,8.718626155878468,-27.55,-22.95,-26.86,6651.TWO,N/A,132.0,3.91,6.32,227.1,📉 獲利侵蝕
3.22%,18.73,2025-12,⚪ 中性觀察,三商電,2025,1.11,5.945273536940298,8.91,6.99,-26.96,2427.TW,16.95%,23.8999996185,33.95,1.53,60.300000000000004,⚠️ 獲利稀釋
10.13%,14.3,2025-12,❌ 暫避觀望,創意,2025,19.48,62.76736981855732,0.26,9.24,-27.08,3443.TW,19.04%,4255.0,36.32,28.13,1016.8499999999999,⚠️ 獲利稀釋
N/A,13.16,2025-12,⚪ 中性觀察,胡連,2025,6.27,4.970881863560733,-32.23,-15.51,-27.14,6279.TWO,N/A,119.5,11.63,10.74,360.5999999999999,📉 獲利侵蝕
19.22%,25.2,2025-12,❌ 暫避觀望,華城,2025,8.68,26.375404530744333,-8.44,-6.3,-27.19,1519.TW,42.20%,815.0,20.89,13.99,463.50000000000006,📉 獲利侵蝕
-1.93%,-33.93,2025-12,⚪ 數據不足,碩禾,2025,-8.15,0.0,-436.18,-35.83,-27.29,3691.TWO,10.51%,154.5,-8.54,-7.62,-356.70000000000005,🌑 雙重衰退
N/A,-16.86,2025-12,⚪ 中性觀察,巨大,2025,2.31,10.844853836267282,-58.3,-42.86,-27.39,9921.TW,N/A,70.5999984741,-15.47,1.84,97.64999999999999,🌑 雙重衰退
29.92%,12.55,2025-12,⚪ 中性觀察,嘉澤,2025,47.64,13.881311753652179,-16.1,-15.21,-27.490000000000002,3533.TW,51.54%,2290.0,12.28,70.17,2474.55,🏰 高護城河
N/A,16.51,2025-12,⚪ 中性觀察,志強-KY,2025,5.32,4.932502596053998,-8.3,-17.06,-27.52,6768.TW,N/A,95.0,10.46,6.77,288.90000000000003,📉 獲利侵蝕
0.20%,23.69,2025-12,❌ 暫避觀望,台聯電,2025,1.78,22.410715193988096,-10.55,-5.15,-27.71,4905.TWO,25.49%,75.3000030518,22.56,2.76,50.4,📉 獲利侵蝕
N/A,9.23,2025-12,❌ 暫避觀望,邑昇,2025,0.24,113.27585680724135,-24.24,-17.95,-27.759999999999998,5291.TWO,N/A,65.6999969482,9.81,0.31,8.700000000000001,📉 獲利侵蝕
N/A,7.62,2025-12,⚪ 數據不足,福華,2025,-0.39,0.0,40.0,-17.44,-27.87,8085.TWO,N/A,13.8000001907,10.43,-1.01,-35.699999999999996,📉 獲利侵蝕
6.37%,4.98,2025-12,❌ 暫避觀望,華新科,2025,2.95,41.40786749482402,-30.82,-22.96,-27.87,2492.TW,18.27%,400.0,4.91,4.74,144.9,📉 獲利侵蝕
N/A,17.0,2025-12,⚪ 數據不足,中揚光,2025,-1.11,0.0,11.02,-3.35,-27.950000000000003,6668.TW,N/A,36.0499992371,24.6,-1.93,-61.49999999999999,📉 獲利侵蝕
N/A,16.83,2025-12,⚪ 中性觀察,訊連,2025,2.58,8.073721941248513,-10.73,-9.05,-27.96,5203.TW,N/A,67.9000015259,18.91,3.63,126.15,📉 獲利侵蝕
15.00%,23.64,2025-12,❌ 暫避觀望,承業醫,2025,0.64,15.228426395939085,-18.92,-5.94,-28.09,4164.TW,31.61%,30.0,22.15,1.0,29.550000000000004,📉 獲利侵蝕
N/A,-2.88,2025-12,⚪ 數據不足,寶綠特-KY,2025,2.54,0.0,0.0,-40.21,-28.18,6887.TW,N/A,0.0,-12.03,4.58,0.0,🌑 雙重衰退
N/A,-85.68,2025-12,⚪ 數據不足,欣巴巴,2025,-1.99,0.0,-155.28,-98.58,-28.209999999999994,9906.TW,N/A,42.2999992371,-70.37,0.09,-65.1,🔄 轉虧為盈
-23.97%,-39.72,2025-12,⚪ 中性觀察,華友聯,2025,6.01,3.071672354948806,-67.23,-72.4,-28.340000000000003,1436.TW,52.84%,45.0,-44.06,5.39,219.74999999999997,🏰 高護城河
10.84%,-9.39,2025-12,❌ 暫避觀望,宇隆,2025,5.02,17.312206572769956,-41.63,-38.87,-28.379999999999995,2233.TW,30.63%,295.0,-10.49,6.7,255.6,🌑 雙重衰退
19.39%,10.54,2025-12,⚪ 數據不足,鉅祥,2025,2.72,0.0,-30.26,-15.98,-28.64,2476.TW,32.99%,0.0,12.66,4.36,0.0,📉 獲利侵蝕
11.86%,1.19,2025-12,⚪ 中性觀察,智伸科,2025,3.64,10.697852760736197,-23.04,-27.14,-28.85,4551.TW,23.25%,139.5,1.71,6.04,195.6,📉 獲利侵蝕
0.88%,-7.06,2025-12,⚪ 中性觀察,三商,2025,0.53,10.692307398846156,-66.44,-49.63,-28.85,2905.TW,15.31%,13.8999996185,-20.78,0.71,19.499999999999996,🌑 雙重衰退
N/A,2.13,2025-12,⚪ 數據不足,光速火箭,2025,1.48,0.0,-8.07,-30.88,-29.259999999999998,7782.TWO,N/A,25.1000003815,-1.62,2.13,0.0,🌑 雙重衰退
10.81%,-5.67,2025-12,⚪ 中性觀察,聿新科,2025,0.78,8.576778883333334,-39.02,-32.77,-29.520000000000003,4161.TWO,30.16%,22.8999996185,-3.25,1.23,40.05,🌑 雙重衰退
18.00%,25.22,2025-12,⚪ 中性觀察,美琪瑪,2025,2.1,11.781376930067479,-20.75,-10.42,-29.700000000000003,4721.TWO,25.58%,87.3000030518,19.28,3.01,111.14999999999999,📉 獲利侵蝕
16.89%,-0.81,2025-12,⚪ 中性觀察,雲品,2025,1.11,7.765748181673226,-42.78,-30.67,-29.91,2748.TW,37.08%,39.4500007629,-0.76,2.17,76.20000000000002,🌑 雙重衰退
N/A,10.7,2025-12,⚪ 中性觀察,朋程,2025,4.64,10.200250312891114,-28.62,-23.11,-30.02,8255.TWO,N/A,163.0,6.91,6.32,239.70000000000002,📉 獲利侵蝕
N/A,-1.99,2025-12,❌ 暫避觀望,松翰,2025,0.5,28.070175438596493,-41.86,-32.71,-30.200000000000003,5471.TW,N/A,48.0,-2.51,0.72,25.65,🌑 雙重衰退
N/A,-2.55,2025-12,⚪ 中性觀察,群電,2025,4.03,7.574536663980661,-34.89,-37.65,-30.32,6412.TW,N/A,94.0,-7.33,5.2,186.15,🌑 雙重衰退
N/A,-22.22,2025-12,⚪ 中性觀察,台通,2025,1.0,5.127840692357955,26.58,-46.94,-30.38,8011.TW,N/A,18.0499992371,-16.56,1.3,52.8,🌑 雙重衰退
1.90%,0.86,2025-12,⚪ 中性觀察,東隆興,2025,0.48,8.797468112974684,-33.33,-31.13,-30.45,4401.TWO,8.57%,13.8999996185,-0.68,0.73,23.7,🌑 雙重衰退
N/A,26.89,2025-12,⚪ 中性觀察,富爾特,2025,0.95,12.80303049570707,15.85,-1.11,-30.939999999999998,6136.TW,N/A,25.3500003815,29.83,0.89,29.7,📉 獲利侵蝕
18.00%,1.62,2025-12,⚪ 中性觀察,揚博,2025,3.16,14.841628959276017,-32.04,-27.93,-30.96,2493.TW,29.23%,164.0,3.03,4.36,165.75,📉 獲利侵蝕
N/A,6.19,2025-12,⚪ 中性觀察,富致,2025,1.78,12.440570522979398,-34.8,-27.37,-30.98,6642.TWO,N/A,78.5,3.61,2.6,94.64999999999999,📉 獲利侵蝕
24.04%,-32.14,2025-12,⚪ 中性觀察,華固,2025,1.82,8.265472312703583,-63.6,121.88,-31.0,2548.TW,28.22%,101.5,152.88,10.15,184.20000000000002,⚠️ 獲利稀釋
N/A,5.03,2025-12,⚪ 中性觀察,欣天然,2025,1.3,10.257611062552694,-28.09,-28.18,-31.14,9918.TW,N/A,43.7999992371,2.96,1.61,64.05,📉 獲利侵蝕
22.46%,-2.69,2025-12,⚪ 中性觀察,富邦金,2025,6.23,5.500237079184448,-26.79,-21.56,-31.299999999999997,2881.TW,42.21%,116.0,9.74,8.37,316.35,📉 獲利侵蝕
N/A,9.55,2025-12,❌ 暫避觀望,華電網,2025,-0.17,141.66666666666669,-14.29,-20.43,-31.369999999999997,6163.TWO,N/A,51.0,10.94,0.75,5.3999999999999995,🔄 轉虧為盈
7.19%,59.58,2025-12,⚪ 數據不足,台船,2025,-1.94,0.0,-95.96,18.81,-31.460000000000004,2208.TW,11.98%,17.5,50.27,-1.77,-95.1,⚠️ 獲利稀釋
N/A,9.72,2025-12,⚪ 中性觀察,驊宏資,2025,0.72,14.259259259259258,-40.0,-11.69,-31.479999999999997,6148.TWO,N/A,38.5,19.79,1.36,40.5,📉 獲利侵蝕
10.80%,32.55,2025-12,❌ 暫避觀望,日電貿,2025,4.21,15.415746872700513,17.53,-2.02,-31.56,3090.TW,17.93%,209.5,29.54,5.48,203.85000000000002,📉 獲利侵蝕
8.17%,45.79,2025-12,⚪ 中性觀察,佳能,2025,1.52,14.607645568229378,0.0,28.57,-31.68,2374.TW,21.67%,72.5999984741,60.25,2.44,74.55,⚠️ 獲利稀釋
N/A,10.06,2025-12,⚪ 中性觀察,大樹,2025,3.02,6.941838649155722,-21.61,-22.33,-31.72,6469.TWO,N/A,74.0,9.39,4.01,159.9,📉 獲利侵蝕
2.63%,17.9,2025-12,⚪ 中性觀察,微星,2025,4.87,8.354430379746836,-34.98,-15.42,-31.759999999999998,2377.TW,11.11%,132.0,16.34,6.8,236.99999999999997,📉 獲利侵蝕
N/A,4.35,2025-12,❌ 暫避觀望,翔名,2025,3.96,17.474980754426483,-28.13,-25.14,-31.96,8091.TWO,N/A,227.0,6.82,5.89,194.84999999999997,📉 獲利侵蝕
N/A,-3.81,2025-12,❌ 暫避觀望,詠昇,2025,0.72,15.634145969317077,-1.37,-33.64,-32.11,6418.TWO,N/A,32.0499992371,-1.53,0.73,30.749999999999996,🌑 雙重衰退
N/A,-14.46,2025-12,⚪ 中性觀察,鼎基,2025,3.81,8.338983050847459,-52.91,-45.5,-32.29,6585.TW,N/A,123.0,-13.21,5.64,221.24999999999997,🌑 雙重衰退
9.72%,-15.64,2025-12,⚪ 中性觀察,長榮,2025,27.74,2.4955436720142603,-45.0,-50.82,-32.59,2603.TW,17.92%,224.0,-18.23,31.68,1346.4,🌑 雙重衰退
N/A,12.56,2025-12,❌ 暫避觀望,長科*,2025,1.12,21.941489361702125,-24.31,-20.6,-32.620000000000005,6548.TWO,N/A,82.5,12.02,1.63,56.400000000000006,📉 獲利侵蝕
18.49%,-13.96,2025-12,⚪ 中性觀察,逸昌,2025,0.69,11.365545897941177,-52.41,-43.32,-32.68,3567.TWO,34.78%,27.0499992371,-10.64,1.06,35.699999999999996,🌑 雙重衰退
N/A,6.8,2025-12,⚪ 數據不足,能率亞洲,2025,0.35,0.0,-31.37,-16.92,-32.800000000000004,7777.TWO,N/A,36.0,15.88,0.58,0.0,📉 獲利侵蝕
2.54%,-6.88,2025-12,⚪ 數據不足,榮成,2025,-0.54,0.0,-440.0,-39.29,-32.82,1909.TW,12.46%,9.5600004196,-6.47,-0.39,-21.900000000000002,🌑 雙重衰退
18.03%,3.3,2025-12,❌ 暫避觀望,大統新創,2025,0.32,16.142857415357142,-58.44,-30.97,-32.96,1470.TW,30.30%,22.6000003815,1.99,0.78,21.000000000000004,📉 獲利侵蝕
-0.60%,27.84,2025-12,⚪ 中性觀察,光明,2025,5.23,1.8641618864595373,-2.24,-10.52,-33.22,4420.TWO,4.67%,38.7000007629,22.7,5.53,311.40000000000003,📉 獲利侵蝕
32.72%,-6.53,2025-12,⚪ 中性觀察,王道銀行,2025,0.53,6.121212352424242,-24.64,-35.48,-33.39,2897.TW,91.47%,10.1000003815,-2.09,0.61,24.750000000000004,🏰 高護城河
0.16%,-15.48,2025-12,⚪ 中性觀察,全台,2025,0.82,8.676470728492646,-56.0,-50.0,-33.5,3038.TW,20.87%,23.6000003815,-16.5,1.1,40.800000000000004,🌑 雙重衰退
6.75%,-4.96,2025-12,⚪ 中性觀察,正新,2025,1.23,8.567774936061381,-42.25,-39.27,-33.59,2105.TW,22.84%,33.5,-5.68,1.5,58.650000000000006,🌑 雙重衰退
N/A,-2.59,2025-12,⚪ 中性觀察,虹堡,2025,1.56,7.527472647237047,-65.71,-33.17,-33.63,5258.TW,N/A,47.9500007629,0.46,4.23,95.55000000000001,📉 獲利侵蝕
N/A,-0.32,2025-12,⚪ 中性觀察,天鈺,2025,8.08,5.880163751395609,-34.04,-39.94,-33.66,4961.TW,N/A,158.0,-6.28,9.65,403.04999999999995,🌑 雙重衰退
N/A,-27.43,2025-12,❌ 暫避觀望,傳奇,2025,1.71,15.761821366024519,-53.91,-59.0,-33.82,4994.TW,N/A,90.0,-25.18,1.96,85.65,🌑 雙重衰退
3.80%,30.27,2025-12,❌ 暫避觀望,昇貿,2025,2.57,17.406962785114047,-8.59,-4.59,-33.95,3305.TW,13.39%,145.0,29.36,3.16,124.95,📉 獲利侵蝕
11.95%,30.97,2025-12,❌ 暫避觀望,光洋科,2025,1.27,25.53816046966732,-40.28,-1.88,-34.27,1785.TWO,16.83%,130.5,32.39,3.14,76.64999999999999,📉 獲利侵蝕
N/A,-10.26,2025-12,❌ 暫避觀望,台南-KY,2025,0.78,15.550161565404533,-39.53,-41.32,-34.28,5906.TW,N/A,48.0499992371,-7.04,0.98,46.349999999999994,🌑 雙重衰退
N/A,-16.58,2025-12,❌ 暫避觀望,應廣,2025,1.19,22.50000037769802,-69.69,-49.65,-34.349999999999994,6716.TWO,N/A,90.9000015259,-15.3,2.19,60.6,🌑 雙重衰退
N/A,5.58,2025-12,❌ 暫避觀望,信音,2025,0.66,18.50241509038647,-7.04,-27.08,-34.489999999999995,6126.TWO,N/A,38.2999992371,7.41,0.71,31.050000000000004,📉 獲利侵蝕
N/A,-5.73,2025-12,⚪ 中性觀察,台林,2025,1.0,9.252199189765395,-42.53,-36.28,-34.51,5353.TWO,N/A,31.5499992371,-1.77,1.38,51.150000000000006,🌑 雙重衰退
N/A,11.9,2025-12,❌ 暫避觀望,鈞寶,2025,0.41,58.56060837257577,-52.87,-23.71,-34.58,6155.TW,N/A,77.3000030518,10.87,0.74,19.799999999999997,📉 獲利侵蝕
N/A,17.47,2025-12,❌ 暫避觀望,天二科技,2025,0.24,77.49999653204544,-58.62,-21.88,-34.739999999999995,6834.TW,N/A,68.1999969482,12.86,0.5,13.200000000000001,📉 獲利侵蝕
17.47%,0.17,2025-12,❌ 暫避觀望,家登,2025,4.2,27.125067677314565,-55.93,-22.51,-34.77,3680.TWO,43.28%,501.0,12.26,9.43,277.04999999999995,📉 獲利侵蝕
-21.07%,-21.59,2025-12,⚪ 數據不足,台揚,2025,-4.71,0.0,-83.27,-34.29,-34.78,2314.TW,2.93%,15.5,0.49,-6.11,-195.15000000000003,📉 獲利侵蝕
2.26%,-3.08,2025-12,⚪ 數據不足,亞聚,2025,-1.16,0.0,-45.0,-39.68,-34.9,1308.TW,6.52%,13.3999996185,-4.78,-1.76,-63.3,🌑 雙重衰退
10.14%,-1.7,2025-12,⚪ 中性觀察,碩天,2025,11.6,5.9326868225898455,-32.24,-40.33,-35.349999999999994,3617.TW,51.62%,208.0,-4.98,14.47,525.9000000000001,🏰 高護城河
3.69%,-18.24,2025-12,⚪ 中性觀察,精元,2025,2.56,5.000000183181273,-51.25,-55.56,-35.78,2387.TW,13.53%,41.6500015259,-19.78,3.47,124.95,🌑 雙重衰退
N/A,19.24,2025-12,⚪ 中性觀察,晉泰,2025,1.84,3.6253776435045317,-23.33,-33.33,-35.78,6221.TWO,N/A,24.0,2.45,2.35,99.3,📉 獲利侵蝕
N/A,80.9,2025-12,⚪ 中性觀察,信紘科,2025,9.96,8.025421223765889,44.29,39.39,-35.78,6667.TWO,N/A,271.5,75.17,13.77,507.45,⚠️ 獲利稀釋
N/A,27.1,2025-12,❌ 暫避觀望,雍智科技,2025,10.08,43.67513876716331,-18.1,-12.9,-35.93,6683.TWO,N/A,1495.0,23.03,15.42,513.4499999999999,📉 獲利侵蝕
N/A,0.0,2025-12,⚪ 數據不足,三豐,2025,-0.04,0.0,33.33,-135.14,-35.97999999999999,5514.TWO,N/A,13.8999996185,-99.16,-0.13,-5.1000000000000005,🌑 雙重衰退
19.86%,1.13,2025-12,⚪ 中性觀察,科妍,2025,1.38,12.168674392389557,-45.93,-35.61,-35.98,1786.TW,75.32%,60.5999984741,0.37,2.24,74.7,🏰 高護城河
2.51%,1.31,2025-12,⚪ 中性觀察,宏��,2025,0.9,12.342657075909091,-34.07,-31.87,-36.01,2353.TW,11.56%,35.2999992371,4.14,1.26,42.900000000000006,📉 獲利侵蝕
-9.65%,51.06,2025-12,⚪ 數據不足,富野,2025,-1.67,0.0,24.61,0.0,-36.07,2736.TWO,51.65%,12.1499996185,36.07,-1.83,-66.9,🏰 高護城河
1.19%,11.47,2025-12,❌ 暫避觀望,其陽,2025,0.51,31.71052681769736,-22.73,-26.97,-36.22,3564.TWO,20.85%,48.2000007629,9.25,0.65,22.800000000000004,📉 獲利侵蝕
-10.81%,16.7,2025-12,⚪ 數據不足,典範,2025,-1.07,0.0,-46.58,-15.09,-36.65,3372.TWO,-2.87%,19.7000007629,21.56,-1.22,-51.45,📉 獲利侵蝕
N/A,-7.5,2025-12,❌ 暫避觀望,現觀科,2025,0.56,29.528302366635216,-67.46,-48.45,-36.870000000000005,6906.TW,N/A,93.9000015259,-11.58,1.87,47.7,🌑 雙重衰退
N/A,-13.06,2025-12,⚪ 中性觀察,立誠,2025,1.62,12.438596758929826,-57.7,-48.7,-36.910000000000004,6597.TWO,N/A,70.9000015259,-11.79,2.51,85.49999999999999,🌑 雙重衰退
4.40%,-0.18,2025-12,❌ 暫避觀望,泰碩,2025,1.44,15.647773897125505,-31.25,-40.47,-36.93,3338.TW,21.43%,77.3000030518,-3.54,1.8,74.10000000000001,🌑 雙重衰退
N/A,-2.93,2025-12,❌ 暫避觀望,天虹,2025,1.92,40.17991004497751,-50.39,-50.25,-36.99,6937.TW,N/A,268.0,-13.26,3.01,100.05,🌑 雙重衰退
0.67%,5.27,2025-12,❌ 暫避觀望,瑞軒,2025,0.81,16.329587443483145,-37.59,-31.22,-37.35,2489.TW,9.15%,43.5999984741,6.13,1.22,40.05,📉 獲利侵蝕
12.43%,-2.47,2025-12,⚪ 中性觀察,捷流閥業,2025,4.09,6.811715608861924,-36.65,-42.92,-37.370000000000005,4580.TWO,31.57%,81.4000015259,-5.55,5.03,179.25000000000003,🌑 雙重衰退
4.13%,-12.52,2025-12,⚪ 中性觀察,志豐,2025,1.49,7.061068702290076,-57.79,-50.73,-37.519999999999996,3206.TWO,21.42%,37.0,-13.21,2.02,78.60000000000001,🌑 雙重衰退
