        股號                         名稱      收盤價        狀態                                  原因
   4552.TW                      力達-KY    20.90      趨勢運行                    股價具備方向性，未達盤整過濾標準
  5398.TWO                       慕康生醫    23.90 離開盤整 (向上)     收盤價 23.90 強勢突破布林上軌 (23.82)，趨勢轉強
  5432.TWO                         新門   135.00      進入盤整    ADX 指標為 19.01 (低於 20)，市場目前缺乏推升動能
   3533.TW                         嘉澤  2125.00      進入盤整    ADX 指標為 11.79 (低於 20)，市場目前缺乏推升動能
   6120.TW                         達運    12.70      均線糾纏      MA5/10/20 乖離率僅 1.42%，移動平均線高度重合
   2882.TW                        國泰金    71.90      均線糾纏      MA5/10/20 乖離率僅 0.52%，移動平均線高度重合
   6456.TW                     GIS-KY    54.40      進入盤整    ADX 指標為 13.33 (低於 20)，市場目前缺乏推升動能
 00981A.TW                   主動統一台股增長    20.66      均線糾纏      MA5/10/20 乖離率僅 1.11%，移動平均線高度重合
   4737.TW                         華廣    71.70 離開盤整 (向上)     收盤價 71.70 強勢突破布林上軌 (69.74)，趨勢轉強
  4527.TWO                        方土霖    42.60      均線糾纏      MA5/10/20 乖離率僅 0.67%，移動平均線高度重合
   3059.TW                        華晶科    36.10      均線糾纏      MA5/10/20 乖離率僅 1.22%，移動平均線高度重合
  4541.TWO                         晟田    41.75      均線糾纏      MA5/10/20 乖離率僅 0.14%，移動平均線高度重合
  8450.TWO                         霹靂    17.30      均線糾纏      MA5/10/20 乖離率僅 0.71%，移動平均線高度重合
   9924.TW                         福興    45.35      均線糾纏      MA5/10/20 乖離率僅 0.22%，移動平均線高度重合
   4938.TW                         和碩    78.20      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6265.TWO                        方土昶    37.35      進入盤整    ADX 指標為 13.66 (低於 20)，市場目前缺乏推升動能
  3206.TWO                         志豐    40.15      趨勢運行                    股價具備方向性，未達盤整過濾標準
  5340.TWO                         建榮   100.50      趨勢運行                    股價具備方向性，未達盤整過濾標準
   8499.TW                      鼎炫-KY   260.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  00898.TW                   國泰基因免疫革命     8.13      均線糾纏      MA5/10/20 乖離率僅 0.59%，移動平均線高度重合
   4585.TW                         達明   289.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   1470.TW                       大統新創    22.30      均線糾纏      MA5/10/20 乖離率僅 0.80%，移動平均線高度重合
   3338.TW                         泰碩    59.90      均線糾纏      MA5/10/20 乖離率僅 1.10%，移動平均線高度重合
  5302.TWO                         太欣    10.80      均線糾纏      MA5/10/20 乖離率僅 1.42%，移動平均線高度重合
   3702.TW                        大聯大    89.90      進入盤整    ADX 指標為 16.81 (低於 20)，市場目前缺乏推升動能
   6136.TW                        富爾特    24.25      均線糾纏      MA5/10/20 乖離率僅 0.27%，移動平均線高度重合
   2548.TW                         華固   123.00      均線糾纏      MA5/10/20 乖離率僅 1.41%，移動平均線高度重合
  00922.TW                   國泰台灣領袖50    27.97      均線糾纏      MA5/10/20 乖離率僅 0.59%，移動平均線高度重合
  8390.TWO                        金益鼎    90.60      進入盤整    ADX 指標為 17.67 (低於 20)，市場目前缺乏推升動能
  6535.TWO                         順藥   148.50      均線糾纏      MA5/10/20 乖離率僅 1.31%，移動平均線高度重合
   1210.TW                         大成    54.60      均線糾纏      MA5/10/20 乖離率僅 0.93%，移動平均線高度重合
 00651R.TW                     復華香港反1     5.35      均線糾纏      MA5/10/20 乖離率僅 0.62%，移動平均線高度重合
  3672.TWO                        康聯訊    10.75      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2615.TW                         萬海    79.80      均線糾纏      MA5/10/20 乖離率僅 0.76%，移動平均線高度重合
   4807.TW                      日成-KY    14.40      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2606.TW                         裕民    59.50      均線糾纏      MA5/10/20 乖離率僅 1.37%，移動平均線高度重合
   5519.TW                         隆大    33.45      均線糾纏      MA5/10/20 乖離率僅 0.33%，移動平均線高度重合
   1308.TW                         亞聚    17.90      趨勢運行                    股價具備方向性，未達盤整過濾標準
   6768.TW                      志強-KY    88.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   3596.TW                         智易   167.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6720.TWO                         久昌   172.50      均線糾纏      MA5/10/20 乖離率僅 1.18%，移動平均線高度重合
  8383.TWO                         千附    44.25      均線糾纏      MA5/10/20 乖離率僅 1.44%，移動平均線高度重合
  6895.TWO                       宏碩系統   187.00 離開盤整 (向上)   收盤價 187.00 強勢突破布林上軌 (178.55)，趨勢轉強
   6550.TW                   北極星藥業-KY    20.30      趨勢運行                    股價具備方向性，未達盤整過濾標準
   6753.TW                       龍德造船   128.50      均線糾纏      MA5/10/20 乖離率僅 1.00%，移動平均線高度重合
  6651.TWO                        全宇昕    85.00      均線糾纏      MA5/10/20 乖離率僅 1.37%，移動平均線高度重合
   6168.TW                         宏齊    23.65      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6538.TWO                         倉和    72.40      進入盤整    ADX 指標為 15.42 (低於 20)，市場目前缺乏推升動能
   4770.TW                         上品   219.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6228.TWO                         全譜    23.40      均線糾纏      MA5/10/20 乖離率僅 0.12%，移動平均線高度重合
   2468.TW                         華經    34.65      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2851.TW                        中再保    30.85      趨勢運行                    股價具備方向性，未達盤整過濾標準
   3041.TW                         揚智    22.20      均線糾纏      MA5/10/20 乖離率僅 1.46%，移動平均線高度重合
   2472.TW                        立隆電   133.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6275.TWO                         元山    46.75      均線糾纏      MA5/10/20 乖離率僅 1.33%，移動平均線高度重合
  6469.TWO                         大樹    82.10      均線糾纏      MA5/10/20 乖離率僅 0.49%，移動平均線高度重合
   6949.TW                     沛爾生醫-創   570.00      均線糾纏      MA5/10/20 乖離率僅 0.47%，移動平均線高度重合
   6426.TW                         統新   149.50      趨勢運行                    股價具備方向性，未達盤整過濾標準
   6112.TW                        邁達特    43.45      進入盤整    ADX 指標為 18.98 (低於 20)，市場目前缺乏推升動能
  1799.TWO                         易威    37.45      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2601.TW                         益航     5.98      進入盤整    ADX 指標為 18.26 (低於 20)，市場目前缺乏推升動能
  5272.TWO                         笙科    22.50      均線糾纏      MA5/10/20 乖離率僅 1.32%，移動平均線高度重合
   6005.TW                        群益證    28.15      均線糾纏      MA5/10/20 乖離率僅 0.50%，移動平均線高度重合
  3631.TWO                         晟楠    28.25      均線糾纏      MA5/10/20 乖離率僅 1.19%，移動平均線高度重合
